season,week,game_id,team,opponent,is_home,plays,rush_att,pass_plays,run_share,points_for,points_against,margin,mean_score_diff
2025,5,2025_05_TEN_ARI,TEN,ARI,0,61,20,41,0.3279,22,21,1,-11.098
2025,5,2025_05_WAS_LAC,LAC,WAS,1,63,26,37,0.4127,10,27,-17,-2.413
2025,5,2025_05_WAS_LAC,WAS,LAC,0,54,28,26,0.5185,27,10,17,0.741
2025,6,2025_06_ARI_IND,ARI,IND,0,70,24,46,0.3429,27,31,-4,-4.029
2025,6,2025_06_ARI_IND,IND,ARI,1,56,25,31,0.4464,31,27,4,-0.714
2025,6,2025_06_BUF_ATL,ATL,BUF,1,65,31,34,0.4769,24,14,10,7.215
2025,6,2025_06_BUF_ATL,BUF,ATL,0,54,24,30,0.4444,14,24,-10,-9.278
2025,6,2025_06_CHI_WAS,CHI,WAS,0,59,26,33,0.4407,25,24,1,1.559
2025,6,2025_06_CHI_WAS,WAS,CHI,1,59,30,29,0.5085,24,25,-1,-4.339
2025,6,2025_06_CIN_GB,CIN,GB,0,61,16,45,0.2623,18,27,-9,-9.148
2025,6,2025_06_CIN_GB,GB,CIN,1,59,32,27,0.5424,27,18,9,3.186
2025,6,2025_06_CLE_PIT,CLE,PIT,0,75,17,58,0.2267,9,23,-14,-11.173
2025,6,2025_06_CLE_PIT,PIT,CLE,1,55,25,30,0.4545,23,9,14,5.745
2025,6,2025_06_DAL_CAR,CAR,DAL,1,62,36,26,0.5806,30,27,3,-2.194
2025,6,2025_06_DAL_CAR,DAL,CAR,0,52,18,34,0.3462,27,30,-3,-1.673
2025,6,2025_06_DEN_NYJ,DEN,NYJ,0,55,24,31,0.4364,13,11,2,0.055
2025,6,2025_06_DEN_NYJ,NYJ,DEN,1,57,31,26,0.5439,11,13,-2,-1.982
2025,6,2025_06_DET_KC,DET,KC,0,53,23,30,0.434,17,30,-13,-4.283
2025,6,2025_06_DET_KC,KC,DET,1,58,25,33,0.431,30,17,13,1.81
2025,6,2025_06_LAC_MIA,LAC,MIA,0,64,25,39,0.3906,29,27,2,0.578
2025,6,2025_06_LAC_MIA,MIA,LAC,1,56,21,35,0.375,27,29,-2,-4.429
2025,6,2025_06_LA_BAL,BAL,LA,1,74,37,37,0.5,3,17,-14,-6.77
2025,6,2025_06_LA_BAL,LA,BAL,0,49,21,28,0.4286,17,3,14,2.653
2025,6,2025_06_NE_NO,NE,NO,0,56,29,27,0.5179,25,19,6,3.321
2025,6,2025_06_NE_NO,NO,NE,1,51,23,28,0.451,19,25,-6,-5.627
2025,6,2025_06_PHI_NYG,NYG,PHI,1,64,36,28,0.5625,34,17,17,4.469
2025,6,2025_06_PHI_NYG,PHI,NYG,0,56,20,36,0.3571,17,34,-17,-6.911
2025,6,2025_06_SEA_JAX,JAX,SEA,1,68,19,49,0.2794,12,20,-8,-6.191
2025,6,2025_06_SEA_JAX,SEA,JAX,0,51,23,28,0.451,20,12,8,4.176
2025,6,2025_06_SF_TB,SF,TB,0,67,22,45,0.3284,19,30,-11,-5.597
2025,6,2025_06_SF_TB,TB,SF,1,50,26,24,0.52,30,19,11,2.72
2025,6,2025_06_TEN_LV,LV,TEN,1,54,29,25,0.537,20,10,10,7.241
2025,6,2025_06_TEN_LV,TEN,LV,0,58,15,43,0.2586,10,20,-10,-10.293
2025,7,2025_07_ATL_SF,ATL,SF,0,60,20,40,0.3333,10,20,-10,-3.317
2025,7,2025_07_ATL_SF,SF,ATL,1,64,37,27,0.5781,20,10,10,1.594
2025,7,2025_07_CAR_NYJ,CAR,NYJ,0,68,34,34,0.5,13,6,7,4.662
2025,7,2025_07_CAR_NYJ,NYJ,CAR,1,60,20,40,0.3333,6,13,-7,-6.0
2025,7,2025_07_GB_ARI,ARI,GB,1,70,28,42,0.4,23,27,-4,0.657
2025,7,2025_07_GB_ARI,GB,ARI,0,52,22,30,0.4231,27,23,4,-4.365
2025,7,2025_07_HOU_SEA,HOU,SEA,0,70,17,53,0.2429,19,27,-8,-12.2
2025,7,2025_07_HOU_SEA,SEA,HOU,1,65,31,34,0.4769,27,19,8,9.031
2025,7,2025_07_IND_LAC,IND,LAC,0,55,20,35,0.3636,38,24,14,9.345
2025,7,2025_07_IND_LAC,LAC,IND,1,74,16,58,0.2162,24,38,-14,-15.959
2025,7,2025_07_LA_JAX,JAX,LA,1,74,19,55,0.2568,7,35,-28,-19.77
2025,7,2025_07_LA_JAX,LA,JAX,0,58,25,33,0.431,35,7,28,13.879
2025,7,2025_07_LV_KC,KC,LV,1,74,38,36,0.5135,31,0,31,16.23
2025,7,2025_07_LV_KC,LV,KC,0,30,11,19,0.3667,0,31,-31,-19.5
2025,7,2025_07_MIA_CLE,CLE,MIA,1,52,32,20,0.6154,31,6,25,10.5
2025,7,2025_07_MIA_CLE,MIA,CLE,0,57,22,35,0.386,6,31,-25,-15.474
2025,7,2025_07_NE_TEN,NE,TEN,0,62,34,28,0.5484,31,13,18,4.774
2025,7,2025_07_NE_TEN,TEN,NE,1,51,12,39,0.2353,13,31,-18,-7.549
2025,7,2025_07_NO_CHI,CHI,NO,1,65,38,27,0.5846,26,14,12,7.723
2025,7,2025_07_NO_CHI,NO,CHI,0,53,17,36,0.3208,14,26,-12,-10.755
2025,7,2025_07_NYG_DEN,DEN,NYG,1,77,24,53,0.3117,33,32,1,-11.026
2025,7,2025_07_NYG_DEN,NYG,DEN,0,70,32,38,0.4571,32,33,-1,7.129
2025,7,2025_07_PHI_MIN,MIN,PHI,1,67,23,44,0.3433,22,28,-6,-8.448
2025,7,2025_07_PHI_MIN,PHI,MIN,0,48,22,26,0.4583,28,22,6,4.188
2025,7,2025_07_PIT_CIN,CIN,PIT,1,69,20,49,0.2899,33,31,2,-0.217
2025,7,2025_07_PIT_CIN,PIT,CIN,0,54,20,34,0.3704,31,33,-2,-2.111
2025,7,2025_07_TB_DET,DET,TB,1,65,32,33,0.4923,24,9,15,9.062
2025,7,2025_07_TB_DET,TB,DET,0,66,11,55,0.1667,9,24,-15,-11.773
2025,7,2025_07_WAS_DAL,DAL,WAS,1,60,29,31,0.4833,44,22,22,11.2
2025,7,2025_07_WAS_DAL,WAS,DAL,0,64,28,36,0.4375,22,44,-22,-13.094
2025,8,2025_08_BUF_CAR,BUF,CAR,0,60,35,25,0.5833,40,9,31,14.8
2025,8,2025_08_BUF_CAR,CAR,BUF,1,59,28,31,0.4746,9,40,-31,-18.458
2025,8,2025_08_CHI_BAL,BAL,CHI,1,59,35,24,0.5932,30,16,14,2.017
2025,8,2025_08_CHI_BAL,CHI,BAL,0,62,23,39,0.371,16,30,-14,-5.129
2025,8,2025_08_CLE_NE,CLE,NE,0,53,16,37,0.3019,13,32,-19,-10.717
2025,8,2025_08_CLE_NE,NE,CLE,1,62,32,30,0.5161,32,13,19,4.484
2025,8,2025_08_DAL_DEN,DAL,DEN,0,68,31,37,0.4559,24,44,-20,-13.809
2025,8,2025_08_DAL_DEN,DEN,DAL,1,56,26,30,0.4643,44,24,20,9.893
2025,8,2025_08_GB_PIT,GB,PIT,0,63,25,38,0.3968,35,25,10,0.016
2025,8,2025_08_GB_PIT,PIT,GB,1,58,18,40,0.3103,25,35,-10,-3.483
2025,8,2025_08_MIA_ATL,ATL,MIA,1,48,16,32,0.3333,10,34,-24,-18.125
2025,8,2025_08_MIA_ATL,MIA,ATL,0,65,37,28,0.5692,34,10,24,10.938
2025,8,2025_08_MIN_LAC,LAC,MIN,1,70,43,27,0.6143,37,10,27,11.771
2025,8,2025_08_MIN_LAC,MIN,LAC,0,47,11,36,0.234,10,37,-27,-16.362
2025,8,2025_08_NYG_PHI,NYG,PHI,0,49,20,29,0.4082,20,38,-18,-12.49
2025,8,2025_08_NYG_PHI,PHI,NYG,1,54,30,24,0.5556,38,20,18,7.611
2025,8,2025_08_NYJ_CIN,CIN,NYJ,1,58,23,35,0.3966,38,39,-1,5.069
2025,8,2025_08_NYJ_CIN,NYJ,CIN,0,70,37,33,0.5286,39,38,1,-11.057
2025,8,2025_08_SF_HOU,HOU,SF,1,74,35,39,0.473,26,15,11,6.757
2025,8,2025_08_SF_HOU,SF,HOU,0,45,10,35,0.2222,15,26,-11,-11.711
2025,8,2025_08_TB_NO,NO,TB,1,70,15,55,0.2143,3,23,-20,-11.957
2025,8,2025_08_TB_NO,TB,NO,0,56,29,27,0.5179,23,3,20,6.125
2025,8,2025_08_TEN_IND,IND,TEN,1,52,18,34,0.3462,38,14,24,11.096
2025,8,2025_08_TEN_IND,TEN,IND,0,66,25,41,0.3788,14,38,-24,-19.227
2025,8,2025_08_WAS_KC,KC,WAS,1,66,29,37,0.4394,28,7,21,6.152
2025,8,2025_08_WAS_KC,WAS,KC,0,52,20,32,0.3846,7,28,-21,-7.269
2025,9,2025_09_ARI_DAL,ARI,DAL,0,63,27,36,0.4286,27,17,10,6.508
2025,9,2025_09_ARI_DAL,DAL,ARI,1,64,21,43,0.3281,17,27,-10,-10.844
2025,9,2025_09_ATL_NE,ATL,NE,0,54,16,38,0.2963,23,24,-1,-7.722
2025,9,2025_09_ATL_NE,NE,ATL,1,65,30,35,0.4615,24,23,1,4.708
2025,9,2025_09_BAL_MIA,BAL,MIA,0,54,29,25,0.537,28,6,22,10.889
2025,9,2025_09_BAL_MIA,MIA,BAL,1,61,20,41,0.3279,6,28,-22,-11.852
2025,9,2025_09_CAR_GB,CAR,GB,0,54,33,21,0.6111,16,13,3,0.222
2025,9,2025_09_CAR_GB,GB,CAR,1,63,25,38,0.3968,13,16,-3,-3.54
2025,9,2025_09_CHI_CIN,CHI,CIN,0,77,37,40,0.4805,47,42,5,-1.338
2025,9,2025_09_CHI_CIN,CIN,CHI,1,65,14,51,0.2154,42,47,-5,-6.323
2025,9,2025_09_DEN_HOU,DEN,HOU,0,62,23,39,0.371,18,15,3,-3.29
2025,9,2025_09_DEN_HOU,HOU,DEN,1,72,28,44,0.3889,15,18,-3,1.569
2025,9,2025_09_IND_PIT,IND,PIT,0,73,19,54,0.2603,20,27,-7,-6.205
2025,9,2025_09_IND_PIT,PIT,IND,1,60,22,38,0.3667,27,20,7,3.767
2025,9,2025_09_JAX_LV,JAX,LV,0,76,42,34,0.5526,30,29,1,-1.539
2025,9,2025_09_JAX_LV,LV,JAX,1,61,19,42,0.3115,29,30,-1,-1.754
2025,9,2025_09_KC_BUF,BUF,KC,1,63,34,29,0.5397,28,21,7,4.571
2025,9,2025_09_KC_BUF,KC,BUF,0,58,20,38,0.3448,21,28,-7,-8.086
2025,9,2025_09_LAC_TEN,LAC,TEN,0,64,29,35,0.4531,27,20,7,0.281
2025,9,2025_09_LAC_TEN,TEN,LAC,1,44,19,25,0.4318,20,27,-7,-3.159
2025,9,2025_09_MIN_DET,DET,MIN,1,62,20,42,0.3226,24,27,-3,-5.935
2025,9,2025_09_MIN_DET,MIN,DET,0,55,25,30,0.4545,27,24,3,2.2
2025,9,2025_09_NO_LA,LA,NO,1,73,39,34,0.5342,34,10,24,11.233
2025,9,2025_09_NO_LA,NO,LA,0,39,14,25,0.359,10,34,-24,-15.59
2025,9,2025_09_SEA_WAS,SEA,WAS,0,48,24,24,0.5,38,14,24,15.312
2025,9,2025_09_SEA_WAS,WAS,SEA,1,62,36,26,0.5806,14,38,-24,-21.403
2025,9,2025_09_SF_NYG,NYG,SF,1,56,21,35,0.375,24,34,-10,-9.625
2025,9,2025_09_SF_NYG,SF,NYG,0,63,37,26,0.5873,34,24,10,5.063
2025,10,2025_10_ARI_SEA,ARI,SEA,0,74,23,51,0.3108,22,44,-22,-27.284
2025,10,2025_10_ARI_SEA,SEA,ARI,1,54,41,13,0.7593,44,22,22,19.63
2025,10,2025_10_ATL_IND,ATL,IND,0,60,28,32,0.4667,25,31,-6,-2.017
2025,10,2025_10_ATL_IND,IND,ATL,1,75,41,34,0.5467,31,25,6,-0.707
2025,10,2025_10_BAL_MIN,BAL,MIN,0,66,35,31,0.5303,27,19,8,0.364
2025,10,2025_10_BAL_MIN,MIN,BAL,1,62,18,44,0.2903,19,27,-8,-4.71
2025,10,2025_10_BUF_MIA,BUF,MIA,0,66,22,44,0.3333,13,30,-17,-13.712
2025,10,2025_10_BUF_MIA,MIA,BUF,1,51,30,21,0.5882,30,13,17,8.765
2025,10,2025_10_CLE_NYJ,CLE,NYJ,0,70,32,38,0.4571,20,27,-7,-4.057
2025,10,2025_10_CLE_NYJ,NYJ,CLE,1,45,31,14,0.6889,27,20,7,2.533
2025,10,2025_10_DET_WAS,DET,WAS,0,68,33,35,0.4853,44,22,22,11.382
2025,10,2025_10_DET_WAS,WAS,DET,1,52,27,25,0.5192,22,44,-22,-17.654
2025,10,2025_10_JAX_HOU,HOU,JAX,1,72,23,49,0.3194,36,29,7,-11.597
2025,10,2025_10_JAX_HOU,JAX,HOU,0,56,27,29,0.4821,29,36,-7,8.679
2025,10,2025_10_LA_SF,LA,SF,0,64,27,37,0.4219,42,26,16,9.844
2025,10,2025_10_LA_SF,SF,LA,1,61,21,40,0.3443,26,42,-16,-16.508
2025,10,2025_10_LV_DEN,DEN,LV,1,55,25,30,0.4545,10,7,3,-1.018
2025,10,2025_10_LV_DEN,LV,DEN,0,58,25,33,0.431,7,10,-3,1.086
2025,10,2025_10_NE_TB,NE,TB,0,58,26,32,0.4483,28,23,5,-0.31
2025,10,2025_10_NE_TB,TB,NE,1,67,22,45,0.3284,23,28,-5,-4.358
2025,10,2025_10_NO_CAR,CAR,NO,1,50,23,27,0.46,7,17,-10,-2.14
2025,10,2025_10_NO_CAR,NO,CAR,0,64,34,30,0.5312,17,7,10,1.703
2025,10,2025_10_NYG_CHI,CHI,NYG,1,62,26,36,0.4194,24,20,4,-3.823
2025,10,2025_10_NYG_CHI,NYG,CHI,0,70,30,40,0.4286,20,24,-4,1.9
2025,10,2025_10_PHI_GB,GB,PHI,1,65,27,38,0.4154,7,10,-3,-2.892
2025,10,2025_10_PHI_GB,PHI,GB,0,60,34,26,0.5667,10,7,3,1.0
2025,10,2025_10_PIT_LAC,LAC,PIT,1,68,30,38,0.4412,25,10,15,5.706
2025,10,2025_10_PIT_LAC,PIT,LAC,0,50,16,34,0.32,10,25,-15,-8.04
2025,11,2025_11_BAL_CLE,BAL,CLE,0,58,28,30,0.4828,23,16,7,-3.569
2025,11,2025_11_BAL_CLE,CLE,BAL,1,54,25,29,0.463,16,23,-7,0.63
2025,11,2025_11_CAR_ATL,ATL,CAR,1,58,28,30,0.4828,27,30,-3,1.517
2025,11,2025_11_CAR_ATL,CAR,ATL,0,76,24,52,0.3158,30,27,3,-4.132
2025,11,2025_11_CHI_MIN,CHI,MIN,0,73,39,34,0.5342,19,17,2,3.671
2025,11,2025_11_CHI_MIN,MIN,CHI,1,54,22,32,0.4074,17,19,-2,-4.407
2025,11,2025_11_CIN_PIT,CIN,PIT,0,63,22,41,0.3492,12,34,-22,-7.825
2025,11,2025_11_CIN_PIT,PIT,CIN,1,59,27,32,0.4576,34,12,22,2.288
2025,11,2025_11_DAL_LV,DAL,LV,0,61,27,34,0.4426,33,16,17,7.951
2025,11,2025_11_DAL_LV,LV,DAL,1,57,11,46,0.193,16,33,-17,-12.018
2025,11,2025_11_DET_PHI,DET,PHI,0,59,20,39,0.339,9,16,-7,-6.034
2025,11,2025_11_DET_PHI,PHI,DET,1,68,39,29,0.5735,16,9,7,4.338
2025,11,2025_11_GB_NYG,GB,NYG,0,52,23,29,0.4423,27,20,7,-1.904
2025,11,2025_11_GB_NYG,NYG,GB,1,68,37,31,0.5441,20,27,-7,-4.485
2025,11,2025_11_HOU_TEN,HOU,TEN,0,68,23,45,0.3382,16,13,3,-0.574
2025,11,2025_11_HOU_TEN,TEN,HOU,1,57,17,40,0.2982,13,16,-3,-1.561
2025,11,2025_11_KC_DEN,DEN,KC,1,60,20,40,0.3333,22,19,3,-0.1
2025,11,2025_11_KC_DEN,KC,DEN,0,62,14,48,0.2258,19,22,-3,-2.516
2025,11,2025_11_LAC_JAX,JAX,LAC,1,69,47,22,0.6812,35,6,29,10.594
2025,11,2025_11_LAC_JAX,LAC,JAX,0,45,16,29,0.3556,6,35,-29,-11.911
2025,11,2025_11_NYJ_NE,NE,NYJ,1,60,25,35,0.4167,27,14,13,3.683
2025,11,2025_11_NYJ_NE,NYJ,NE,0,57,28,29,0.4912,14,27,-13,-7.649
2025,11,2025_11_SEA_LA,LA,SEA,1,50,22,28,0.44,21,19,2,3.28
2025,11,2025_11_SEA_LA,SEA,LA,0,79,35,44,0.443,19,21,-2,-6.899
2025,11,2025_11_SF_ARI,ARI,SF,1,73,15,58,0.2055,22,41,-19,-17.0
2025,11,2025_11_SF_ARI,SF,ARI,0,50,22,28,0.44,41,22,19,13.2
2025,11,2025_11_TB_BUF,BUF,TB,1,54,23,31,0.4259,44,32,12,-0.333
2025,11,2025_11_TB_BUF,TB,BUF,0,69,38,31,0.5507,32,44,-12,-2.667
2025,11,2025_11_WAS_MIA,MIA,WAS,1,54,31,23,0.5741,16,13,3,-2.167
2025,11,2025_11_WAS_MIA,WAS,MIA,0,64,33,31,0.5156,13,16,-3,-0.891
2025,12,2025_12_ATL_NO,ATL,NO,0,54,29,25,0.537,24,10,14,6.13
2025,12,2025_12_ATL_NO,NO,ATL,1,78,28,50,0.359,10,24,-14,-9.115
2025,12,2025_12_BUF_HOU,BUF,HOU,0,65,23,42,0.3538,19,23,-4,-2.415
2025,12,2025_12_BUF_HOU,HOU,BUF,1,55,25,30,0.4545,23,19,4,-1.182
2025,12,2025_12_CAR_SF,CAR,SF,0,44,13,31,0.2955,9,20,-11,-9.386
2025,12,2025_12_CAR_SF,SF,CAR,1,68,36,32,0.5294,20,9,11,5.779
2025,12,2025_12_CLE_LV,CLE,LV,0,47,26,21,0.5532,24,10,14,9.851
2025,12,2025_12_CLE_LV,LV,CLE,1,75,21,54,0.28,10,24,-14,-11.547
2025,12,2025_12_IND_KC,IND,KC,0,49,18,31,0.3673,20,23,-3,4.531
2025,12,2025_12_IND_KC,KC,IND,1,92,41,51,0.4457,23,20,3,-6.554
2025,12,2025_12_JAX_ARI,ARI,JAX,1,76,20,56,0.2632,24,27,-3,-1.395
2025,12,2025_12_JAX_ARI,JAX,ARI,0,60,27,33,0.45,27,24,3,-0.1
2025,12,2025_12_MIN_GB,GB,MIN,1,63,40,23,0.6349,23,6,17,7.063
2025,12,2025_12_MIN_GB,MIN,GB,0,44,20,24,0.4545,6,23,-17,-7.341
2025,12,2025_12_NE_CIN,CIN,NE,1,61,23,38,0.377,20,26,-6,-2.918
2025,12,2025_12_NE_CIN,NE,CIN,0,66,30,36,0.4545,26,20,6,1.621
2025,12,2025_12_NYG_DET,DET,NYG,1,63,20,43,0.3175,34,27,7,-5.794
2025,12,2025_12_NYG_DET,NYG,DET,0,76,38,38,0.5,27,34,-7,2.132
2025,12,2025_12_NYJ_BAL,BAL,NYJ,1,56,32,24,0.5714,23,10,13,0.893
2025,12,2025_12_NYJ_BAL,NYJ,BAL,0,57,26,31,0.4561,10,23,-13,-3.544
2025,12,2025_12_PHI_DAL,DAL,PHI,1,65,29,36,0.4462,24,21,3,-10.877
2025,12,2025_12_PHI_DAL,PHI,DAL,0,58,18,40,0.3103,21,24,-3,7.845
2025,12,2025_12_PIT_CHI,CHI,PIT,1,59,24,35,0.4068,31,28,3,-2.153
2025,12,2025_12_PIT_CHI,PIT,CHI,0,69,36,33,0.5217,28,31,-3,-3.754
2025,12,2025_12_SEA_TEN,SEA,TEN,0,46,19,27,0.413,30,24,6,8.739
2025,12,2025_12_SEA_TEN,TEN,SEA,1,68,22,46,0.3235,24,30,-6,-9.838
2025,12,2025_12_TB_LA,LA,TB,1,55,19,36,0.3455,34,7,27,17.0
2025,12,2025_12_TB_LA,TB,LA,0,67,29,38,0.4328,7,34,-27,-19.104
2025,13,2025_13_ARI_TB,ARI,TB,0,60,19,41,0.3167,17,20,-3,-6.35
2025,13,2025_13_ARI_TB,TB,ARI,1,54,24,30,0.4444,20,17,3,3.093
2025,13,2025_13_ATL_NYJ,ATL,NYJ,0,67,32,35,0.4776,24,27,-3,-2.194
2025,13,2025_13_ATL_NYJ,NYJ,ATL,1,62,27,35,0.4355,27,24,3,-1.387
2025,13,2025_13_BUF_PIT,BUF,PIT,0,74,51,23,0.6892,26,7,19,3.541
2025,13,2025_13_BUF_PIT,PIT,BUF,1,43,18,25,0.4186,7,26,-19,-5.674
2025,13,2025_13_CHI_PHI,CHI,PHI,0,84,46,38,0.5476,24,15,9,3.857
2025,13,2025_13_CHI_PHI,PHI,CHI,1,50,17,33,0.34,15,24,-9,-7.96
2025,13,2025_13_CIN_BAL,BAL,CIN,1,56,21,35,0.375,14,32,-18,-7.0
2025,13,2025_13_CIN_BAL,CIN,BAL,0,80,33,47,0.4125,32,14,18,3.338
2025,13,2025_13_DEN_WAS,DEN,WAS,0,69,23,46,0.3333,27,26,1,1.348
2025,13,2025_13_DEN_WAS,WAS,DEN,1,85,32,53,0.3765,26,27,-1,-4.553
2025,13,2025_13_GB_DET,DET,GB,1,60,30,30,0.5,24,31,-7,-8.25
2025,13,2025_13_GB_DET,GB,DET,0,57,27,30,0.4737,31,24,7,3.281
2025,13,2025_13_HOU_IND,HOU,IND,0,71,34,37,0.4789,20,16,4,1.761
2025,13,2025_13_HOU_IND,IND,HOU,1,51,23,28,0.451,16,20,-4,-4.353
2025,13,2025_13_JAX_TEN,JAX,TEN,0,55,25,30,0.4545,25,3,22,11.527
2025,13,2025_13_JAX_TEN,TEN,JAX,1,55,14,41,0.2545,3,25,-22,-14.709
2025,13,2025_13_KC_DAL,DAL,KC,1,63,23,40,0.3651,31,28,3,-1.397
2025,13,2025_13_KC_DAL,KC,DAL,0,60,23,37,0.3833,28,31,-3,-3.05
2025,13,2025_13_LA_CAR,CAR,LA,1,59,37,22,0.6271,31,28,3,-1.729
2025,13,2025_13_LA_CAR,LA,CAR,0,50,20,30,0.4,28,31,-3,-2.54
2025,13,2025_13_LV_LAC,LAC,LV,1,65,41,24,0.6308,31,14,17,5.769
2025,13,2025_13_LV_LAC,LV,LAC,0,45,17,28,0.3778,14,31,-17,-10.933
2025,13,2025_13_MIN_SEA,MIN,SEA,0,49,15,34,0.3061,0,26,-26,-12.878
2025,13,2025_13_MIN_SEA,SEA,MIN,1,62,32,30,0.5161,26,0,26,9.177
2025,13,2025_13_NO_MIA,MIA,NO,1,56,30,26,0.5357,21,17,4,7.536
2025,13,2025_13_NO_MIA,NO,MIA,0,71,28,43,0.3944,17,21,-4,-10.014
2025,13,2025_13_NYG_NE,NE,NYG,1,61,27,34,0.4426,33,15,18,13.262
2025,13,2025_13_NYG_NE,NYG,NE,0,54,27,27,0.5,15,33,-18,-16.111
2025,13,2025_13_SF_CLE,CLE,SF,1,61,32,29,0.5246,8,26,-18,-8.23
2025,13,2025_13_SF_CLE,SF,CLE,0,64,32,32,0.5,26,8,18,5.875
2025,14,2025_14_CHI_GB,CHI,GB,0,69,33,36,0.4783,21,28,-7,-6.928
2025,14,2025_14_CHI_GB,GB,CHI,1,51,25,26,0.4902,28,21,7,1.608
2025,14,2025_14_CIN_BUF,BUF,CIN,1,58,26,32,0.4483,39,34,5,-6.328
2025,14,2025_14_CIN_BUF,CIN,BUF,0,57,19,38,0.3333,34,39,-5,1.614
2025,14,2025_14_DAL_DET,DAL,DET,0,77,24,53,0.3117,30,44,-14,-9.597
2025,14,2025_14_DAL_DET,DET,DAL,1,55,20,35,0.3636,44,30,14,5.2
2025,14,2025_14_DEN_LV,DEN,LV,0,72,31,41,0.4306,24,17,7,6.764
2025,14,2025_14_DEN_LV,LV,DEN,1,47,12,35,0.2553,17,24,-7,-9.723
2025,14,2025_14_HOU_KC,HOU,KC,0,65,31,34,0.4769,20,10,10,3.862
2025,14,2025_14_HOU_KC,KC,HOU,1,63,29,34,0.4603,10,20,-10,-5.27
2025,14,2025_14_IND_JAX,IND,JAX,0,63,25,38,0.3968,19,36,-17,-14.317
2025,14,2025_14_IND_JAX,JAX,IND,1,60,29,31,0.4833,36,19,17,10.9
2025,14,2025_14_LA_ARI,ARI,LA,1,61,14,47,0.2295,17,45,-28,-16.557
2025,14,2025_14_LA_ARI,LA,ARI,0,64,33,31,0.5156,45,17,28,9.797
2025,14,2025_14_MIA_NYJ,MIA,NYJ,0,61,39,22,0.6393,34,10,24,14.164
2025,14,2025_14_MIA_NYJ,NYJ,MIA,1,57,17,40,0.2982,10,34,-24,-17.561
2025,14,2025_14_NO_TB,NO,TB,0,53,30,23,0.566,24,20,4,-0.453
2025,14,2025_14_NO_TB,TB,NO,1,69,39,30,0.5652,20,24,-4,-1.333
2025,14,2025_14_PHI_LAC,LAC,PHI,1,71,38,33,0.5352,22,19,3,1.183
2025,14,2025_14_PHI_LAC,PHI,LAC,0,65,24,41,0.3692,19,22,-3,-3.769
2025,14,2025_14_PIT_BAL,BAL,PIT,1,75,40,35,0.5333,22,27,-5,-7.507
2025,14,2025_14_PIT_BAL,PIT,BAL,0,50,16,34,0.32,27,22,5,4.16
2025,14,2025_14_SEA_ATL,ATL,SEA,1,62,31,31,0.5,9,37,-28,-9.258
2025,14,2025_14_SEA_ATL,SEA,ATL,0,58,26,32,0.4483,37,9,28,8.293
2025,14,2025_14_TEN_CLE,CLE,TEN,1,66,21,45,0.3182,29,31,-2,-4.682
2025,14,2025_14_TEN_CLE,TEN,CLE,0,64,35,29,0.5469,31,29,2,2.328
2025,14,2025_14_WAS_MIN,MIN,WAS,1,57,30,27,0.5263,31,0,31,14.421
2025,14,2025_14_WAS_MIN,WAS,MIN,0,49,23,26,0.4694,0,31,-31,-14.796
2025,15,2025_15_ARI_HOU,ARI,HOU,0,64,21,43,0.3281,20,40,-20,-17.281
2025,15,2025_15_ARI_HOU,HOU,ARI,1,60,31,29,0.5167,40,20,20,12.217
2025,15,2025_15_ATL_TB,ATL,TB,0,67,21,46,0.3134,29,28,1,-5.09
2025,15,2025_15_ATL_TB,TB,ATL,1,62,22,40,0.3548,28,29,-1,1.468
2025,15,2025_15_BAL_CIN,BAL,CIN,0,37,21,16,0.5676,24,0,24,7.351
2025,15,2025_15_BAL_CIN,CIN,BAL,1,71,29,42,0.4085,0,24,-24,-11.648
2025,15,2025_15_BUF_NE,BUF,NE,0,64,34,30,0.5312,35,31,4,-8.578
2025,15,2025_15_BUF_NE,NE,BUF,1,51,25,26,0.4902,31,35,-4,5.725
2025,15,2025_15_CAR_NO,CAR,NO,0,56,31,25,0.5536,17,20,-3,2.875
2025,15,2025_15_CAR_NO,NO,CAR,1,61,24,37,0.3934,20,17,3,-6.607
2025,15,2025_15_CLE_CHI,CHI,CLE,1,63,32,31,0.5079,31,3,28,13.175
2025,15,2025_15_CLE_CHI,CLE,CHI,0,56,16,40,0.2857,3,31,-28,-18.75
2025,15,2025_15_DET_LA,DET,LA,0,62,20,42,0.3226,34,41,-7,-4.371
2025,15,2025_15_DET_LA,LA,DET,1,69,29,40,0.4203,41,34,7,-2.275
2025,15,2025_15_GB_DEN,DEN,GB,1,64,30,34,0.4688,34,26,8,-2.188
2025,15,2025_15_GB_DEN,GB,DEN,0,63,20,43,0.3175,26,34,-8,-1.556
2025,15,2025_15_IND_SEA,IND,SEA,0,58,30,28,0.5172,16,18,-2,0.948
2025,15,2025_15_IND_SEA,SEA,IND,1,56,21,35,0.375,18,16,2,-4.018
2025,15,2025_15_LAC_KC,KC,LAC,1,59,21,38,0.3559,13,16,-3,0.814
2025,15,2025_15_LAC_KC,LAC,KC,0,61,28,33,0.459,16,13,3,-3.246
2025,15,2025_15_LV_PHI,LV,PHI,0,42,13,29,0.3095,0,31,-31,-15.405
2025,15,2025_15_LV_PHI,PHI,LV,1,66,47,19,0.7121,31,0,31,15.394
2025,15,2025_15_MIA_PIT,MIA,PIT,0,50,16,34,0.32,15,28,-13,-10.7
