season,game_id,team,state,plays,rush_att
2023,2023_16_NYG_PHI,NYG,tied,3,2
2023,2023_16_NYG_PHI,PHI,tied,2,2
2023,2023_16_NYG_PHI,PHI,up 1-8,36,18
2023,2023_16_NYG_PHI,PHI,up 9+,36,15
2023,2023_16_SEA_TEN,SEA,down 1-8,48,16
2023,2023_16_SEA_TEN,SEA,tied,11,4
2023,2023_16_SEA_TEN,TEN,down 1-8,20,9
2023,2023_16_SEA_TEN,TEN,tied,18,7
2023,2023_16_SEA_TEN,TEN,up 1-8,25,15
2023,2023_16_WAS_NYJ,NYJ,down 1-8,15,3
2023,2023_16_WAS_NYJ,NYJ,tied,4,0
2023,2023_16_WAS_NYJ,NYJ,up 1-8,7,2
2023,2023_16_WAS_NYJ,NYJ,up 9+,59,31
2023,2023_16_WAS_NYJ,WAS,down 9+,43,14
2023,2023_16_WAS_NYJ,WAS,down 1-8,10,5
2023,2023_16_WAS_NYJ,WAS,tied,2,0
2023,2023_16_WAS_NYJ,WAS,up 1-8,3,3
2023,2023_17_ARI_PHI,ARI,down 9+,27,17
2023,2023_17_ARI_PHI,ARI,down 1-8,32,16
2023,2023_17_ARI_PHI,ARI,tied,13,7
2023,2023_17_ARI_PHI,PHI,down 1-8,14,6
2023,2023_17_ARI_PHI,PHI,tied,21,16
2023,2023_17_ARI_PHI,PHI,up 1-8,12,1
2023,2023_17_ATL_CHI,ATL,down 9+,42,14
2023,2023_17_ATL_CHI,ATL,down 1-8,12,8
2023,2023_17_ATL_CHI,ATL,tied,5,2
2023,2023_17_ATL_CHI,CHI,tied,7,2
2023,2023_17_ATL_CHI,CHI,up 1-8,23,13
2023,2023_17_ATL_CHI,CHI,up 9+,42,22
2023,2023_17_CAR_JAX,CAR,down 9+,34,10
2023,2023_17_CAR_JAX,CAR,down 1-8,19,5
2023,2023_17_CAR_JAX,JAX,tied,12,6
2023,2023_17_CAR_JAX,JAX,up 1-8,21,6
2023,2023_17_CAR_JAX,JAX,up 9+,25,19
2023,2023_17_CIN_KC,CIN,down 1-8,26,7
2023,2023_17_CIN_KC,CIN,tied,14,8
2023,2023_17_CIN_KC,CIN,up 1-8,31,17
2023,2023_17_CIN_KC,KC,down 9+,5,1
2023,2023_17_CIN_KC,KC,down 1-8,31,9
2023,2023_17_CIN_KC,KC,up 1-8,15,10
2023,2023_17_DET_DAL,DAL,down 1-8,27,9
2023,2023_17_DET_DAL,DAL,up 1-8,34,11
2023,2023_17_DET_DAL,DET,down 1-8,44,21
2023,2023_17_DET_DAL,DET,tied,16,7
2023,2023_17_DET_DAL,DET,up 1-8,5,3
2023,2023_17_GB_MIN,GB,tied,14,5
2023,2023_17_GB_MIN,GB,up 1-8,12,7
2023,2023_17_GB_MIN,GB,up 9+,45,25
2023,2023_17_GB_MIN,MIN,down 9+,46,12
2023,2023_17_GB_MIN,MIN,down 1-8,2,1
2023,2023_17_GB_MIN,MIN,tied,3,2
2023,2023_17_LAC_DEN,DEN,tied,22,11
2023,2023_17_LAC_DEN,DEN,up 1-8,27,12
2023,2023_17_LAC_DEN,DEN,up 9+,16,8
2023,2023_17_LAC_DEN,LAC,down 9+,33,11
2023,2023_17_LAC_DEN,LAC,down 1-8,23,10
2023,2023_17_LAC_DEN,LAC,tied,6,3
2023,2023_17_LA_NYG,LA,tied,35,11
2023,2023_17_LA_NYG,LA,up 1-8,22,10
2023,2023_17_LA_NYG,LA,up 9+,3,1
2023,2023_17_LA_NYG,NYG,down 9+,9,5
2023,2023_17_LA_NYG,NYG,down 1-8,48,13
2023,2023_17_LA_NYG,NYG,tied,10,2
2023,2023_17_LV_IND,IND,tied,6,5
2023,2023_17_LV_IND,IND,up 1-8,43,20
2023,2023_17_LV_IND,IND,up 9+,3,3
2023,2023_17_LV_IND,LV,down 9+,40,13
2023,2023_17_LV_IND,LV,down 1-8,34,12
2023,2023_17_MIA_BAL,BAL,down 1-8,21,10
2023,2023_17_MIA_BAL,BAL,up 1-8,5,1
2023,2023_17_MIA_BAL,BAL,up 9+,27,19
2023,2023_17_MIA_BAL,MIA,down 9+,35,14
2023,2023_17_MIA_BAL,MIA,down 1-8,13,4
2023,2023_17_MIA_BAL,MIA,tied,13,6
2023,2023_17_MIA_BAL,MIA,up 1-8,6,1
2023,2023_17_NE_BUF,BUF,down 1-8,15,8
2023,2023_17_NE_BUF,BUF,up 1-8,45,23
2023,2023_17_NE_BUF,BUF,up 9+,6,4
2023,2023_17_NE_BUF,NE,down 9+,24,12
2023,2023_17_NE_BUF,NE,down 1-8,23,9
2023,2023_17_NE_BUF,NE,up 1-8,5,2
2023,2023_17_NO_TB,NO,tied,14,7
2023,2023_17_NO_TB,NO,up 1-8,18,8
2023,2023_17_NO_TB,NO,up 9+,35,17
2023,2023_17_NO_TB,TB,down 9+,35,7
2023,2023_17_NO_TB,TB,down 1-8,15,7
2023,2023_17_NYJ_CLE,CLE,tied,14,6
2023,2023_17_NYJ_CLE,CLE,up 1-8,4,1
2023,2023_17_NYJ_CLE,CLE,up 9+,40,21
2023,2023_17_NYJ_CLE,NYJ,down 9+,59,15
2023,2023_17_NYJ_CLE,NYJ,down 1-8,9,6
2023,2023_17_PIT_SEA,PIT,down 1-8,9,7
2023,2023_17_PIT_SEA,PIT,tied,33,21
2023,2023_17_PIT_SEA,PIT,up 1-8,28,17
2023,2023_17_PIT_SEA,SEA,down 9+,10,1
2023,2023_17_PIT_SEA,SEA,down 1-8,36,13
2023,2023_17_PIT_SEA,SEA,tied,3,1
2023,2023_17_SF_WAS,SF,tied,20,10
2023,2023_17_SF_WAS,SF,up 1-8,25,15
2023,2023_17_SF_WAS,SF,up 9+,21,12
2023,2023_17_SF_WAS,WAS,down 9+,27,9
2023,2023_17_SF_WAS,WAS,down 1-8,16,5
2023,2023_17_TEN_HOU,HOU,tied,12,5
2023,2023_17_TEN_HOU,HOU,up 1-8,13,5
2023,2023_17_TEN_HOU,HOU,up 9+,36,18
2023,2023_17_TEN_HOU,TEN,down 9+,41,15
2023,2023_17_TEN_HOU,TEN,down 1-8,9,5
2023,2023_17_TEN_HOU,TEN,tied,3,1
2023,2023_18_ATL_NO,ATL,down 9+,30,14
2023,2023_18_ATL_NO,ATL,down 1-8,12,2
2023,2023_18_ATL_NO,ATL,tied,18,9
2023,2023_18_ATL_NO,NO,down 1-8,23,13
2023,2023_18_ATL_NO,NO,tied,19,8
2023,2023_18_ATL_NO,NO,up 1-8,5,3
2023,2023_18_ATL_NO,NO,up 9+,19,11
2023,2023_18_BUF_MIA,BUF,down 1-8,38,15
2023,2023_18_BUF_MIA,BUF,tied,26,11
2023,2023_18_BUF_MIA,BUF,up 1-8,11,8
2023,2023_18_BUF_MIA,MIA,down 1-8,7,0
2023,2023_18_BUF_MIA,MIA,tied,34,19
2023,2023_18_BUF_MIA,MIA,up 1-8,7,1
2023,2023_18_CHI_GB,CHI,down 1-8,32,19
2023,2023_18_CHI_GB,CHI,tied,9,4
2023,2023_18_CHI_GB,CHI,up 1-8,5,2
2023,2023_18_CHI_GB,GB,down 1-8,22,9
2023,2023_18_CHI_GB,GB,up 1-8,36,16
2023,2023_18_CLE_CIN,CIN,tied,11,7
2023,2023_18_CLE_CIN,CIN,up 1-8,5,2
2023,2023_18_CLE_CIN,CIN,up 9+,45,21
2023,2023_18_CLE_CIN,CLE,down 9+,43,19
2023,2023_18_CLE_CIN,CLE,down 1-8,3,2
2023,2023_18_CLE_CIN,CLE,tied,6,2
2023,2023_18_DAL_WAS,DAL,down 1-8,7,5
2023,2023_18_DAL_WAS,DAL,tied,15,6
2023,2023_18_DAL_WAS,DAL,up 1-8,13,3
2023,2023_18_DAL_WAS,DAL,up 9+,34,15
2023,2023_18_DAL_WAS,WAS,down 9+,15,6
2023,2023_18_DAL_WAS,WAS,down 1-8,16,4
2023,2023_18_DAL_WAS,WAS,tied,17,6
2023,2023_18_DEN_LV,DEN,down 9+,30,11
2023,2023_18_DEN_LV,DEN,down 1-8,20,5
2023,2023_18_DEN_LV,DEN,tied,8,3
2023,2023_18_DEN_LV,LV,tied,23,11
2023,2023_18_DEN_LV,LV,up 1-8,14,3
2023,2023_18_DEN_LV,LV,up 9+,26,15
2023,2023_18_HOU_IND,HOU,down 1-8,1,0
2023,2023_18_HOU_IND,HOU,tied,19,8
2023,2023_18_HOU_IND,HOU,up 1-8,36,20
2023,2023_18_HOU_IND,IND,down 9+,5,2
2023,2023_18_HOU_IND,IND,down 1-8,42,24
2023,2023_18_HOU_IND,IND,tied,16,11
2023,2023_18_JAX_TEN,JAX,down 9+,30,9
2023,2023_18_JAX_TEN,JAX,down 1-8,26,9
2023,2023_18_JAX_TEN,JAX,tied,10,5
2023,2023_18_JAX_TEN,TEN,down 1-8,15,6
2023,2023_18_JAX_TEN,TEN,up 1-8,28,14
2023,2023_18_JAX_TEN,TEN,up 9+,9,3
2023,2023_18_KC_LAC,KC,down 1-8,8,7
2023,2023_18_KC_LAC,KC,tied,3,1
2023,2023_18_KC_LAC,KC,up 1-8,47,19
2023,2023_18_KC_LAC,LAC,down 9+,4,0
2023,2023_18_KC_LAC,LAC,down 1-8,58,22
2023,2023_18_KC_LAC,LAC,tied,18,8
2023,2023_18_LA_SF,LA,down 9+,20,12
2023,2023_18_LA_SF,LA,down 1-8,36,19
2023,2023_18_LA_SF,LA,up 1-8,6,4
2023,2023_18_LA_SF,SF,down 1-8,6,0
2023,2023_18_LA_SF,SF,tied,28,19
2023,2023_18_LA_SF,SF,up 1-8,23,10
2023,2023_18_MIN_DET,DET,tied,7,2
2023,2023_18_MIN_DET,DET,up 1-8,28,12
2023,2023_18_MIN_DET,DET,up 9+,21,9
2023,2023_18_MIN_DET,MIN,down 9+,53,15
2023,2023_18_MIN_DET,MIN,down 1-8,11,4
2023,2023_18_MIN_DET,MIN,tied,6,3
2023,2023_18_NYJ_NE,NE,down 9+,6,1
2023,2023_18_NYJ_NE,NE,down 1-8,43,17
2023,2023_18_NYJ_NE,NE,tied,9,3
2023,2023_18_NYJ_NE,NYJ,tied,22,13
2023,2023_18_NYJ_NE,NYJ,up 1-8,40,28
2023,2023_18_NYJ_NE,NYJ,up 9+,2,2
2023,2023_18_PHI_NYG,NYG,tied,12,5
2023,2023_18_PHI_NYG,NYG,up 1-8,12,6
2023,2023_18_PHI_NYG,NYG,up 9+,42,19
2023,2023_18_PHI_NYG,PHI,down 9+,46,17
2023,2023_18_PHI_NYG,PHI,down 1-8,14,5
2023,2023_18_PHI_NYG,PHI,tied,5,2
2023,2023_18_PIT_BAL,BAL,down 9+,11,4
2023,2023_18_PIT_BAL,BAL,down 1-8,29,14
2023,2023_18_PIT_BAL,BAL,tied,16,6
2023,2023_18_PIT_BAL,PIT,tied,40,24
2023,2023_18_PIT_BAL,PIT,up 1-8,21,14
2023,2023_18_SEA_ARI,ARI,down 1-8,32,14
2023,2023_18_SEA_ARI,ARI,tied,25,15
2023,2023_18_SEA_ARI,ARI,up 1-8,12,9
2023,2023_18_SEA_ARI,SEA,down 1-8,8,1
2023,2023_18_SEA_ARI,SEA,tied,26,16
2023,2023_18_SEA_ARI,SEA,up 1-8,20,8
2023,2023_18_TB_CAR,CAR,down 9+,8,5
2023,2023_18_TB_CAR,CAR,down 1-8,24,13
2023,2023_18_TB_CAR,CAR,tied,18,11
2023,2023_18_TB_CAR,TB,tied,28,10
2023,2023_18_TB_CAR,TB,up 1-8,24,8
2023,2023_18_TB_CAR,TB,up 9+,9,8
2024,2024_01_ARI_BUF,ARI,down 1-8,20,8
2024,2024_01_ARI_BUF,ARI,tied,18,9
2024,2024_01_ARI_BUF,ARI,up 1-8,22,8
2024,2024_01_ARI_BUF,BUF,down 9+,15,10
2024,2024_01_ARI_BUF,BUF,down 1-8,14,6
2024,2024_01_ARI_BUF,BUF,tied,8,4
2024,2024_01_ARI_BUF,BUF,up 1-8,20,12
2024,2024_01_BAL_KC,BAL,down 9+,26,12
2024,2024_01_BAL_KC,BAL,down 1-8,32,12
2024,2024_01_BAL_KC,BAL,tied,16,8
2024,2024_01_BAL_KC,KC,down 1-8,5,2
2024,2024_01_BAL_KC,KC,tied,8,1
2024,2024_01_BAL_KC,KC,up 1-8,27,12
2024,2024_01_BAL_KC,KC,up 9+,9,4
2024,2024_01_CAR_NO,CAR,down 9+,54,20
2024,2024_01_CAR_NO,CAR,down 1-8,1,0
2024,2024_01_CAR_NO,NO,tied,5,2
2024,2024_01_CAR_NO,NO,up 1-8,3,2
2024,2024_01_CAR_NO,NO,up 9+,54,33
2024,2024_01_DAL_CLE,CLE,down 9+,56,15
2024,2024_01_DAL_CLE,CLE,down 1-8,9,2
2024,2024_01_DAL_CLE,CLE,tied,5,2
2024,2024_01_DAL_CLE,DAL,down 1-8,6,2
2024,2024_01_DAL_CLE,DAL,tied,3,1
2024,2024_01_DAL_CLE,DAL,up 1-8,22,10
2024,2024_01_DAL_CLE,DAL,up 9+,28,11
2024,2024_01_DEN_SEA,DEN,down 9+,18,4
2024,2024_01_DEN_SEA,DEN,down 1-8,11,5
2024,2024_01_DEN_SEA,DEN,tied,15,7
2024,2024_01_DEN_SEA,DEN,up 1-8,25,9
2024,2024_01_DEN_SEA,SEA,down 1-8,27,14
2024,2024_01_DEN_SEA,SEA,tied,2,0
2024,2024_01_DEN_SEA,SEA,up 1-8,20,11
2024,2024_01_DEN_SEA,SEA,up 9+,9,5
2024,2024_01_GB_PHI,GB,down 1-8,35,14
2024,2024_01_GB_PHI,GB,tied,10,4
2024,2024_01_GB_PHI,GB,up 1-8,14,4
2024,2024_01_GB_PHI,PHI,down 1-8,48,23
2024,2024_01_GB_PHI,PHI,tied,3,1
2024,2024_01_GB_PHI,PHI,up 1-8,22,14
2024,2024_01_HOU_IND,HOU,down 1-8,13,6
2024,2024_01_HOU_IND,HOU,tied,7,2
2024,2024_01_HOU_IND,HOU,up 1-8,55,31
2024,2024_01_HOU_IND,IND,down 9+,12,5
2024,2024_01_HOU_IND,IND,down 1-8,23,15
2024,2024_01_HOU_IND,IND,tied,6,3
2024,2024_01_HOU_IND,IND,up 1-8,3,0
2024,2024_01_JAX_MIA,JAX,tied,12,7
2024,2024_01_JAX_MIA,JAX,up 1-8,26,13
2024,2024_01_JAX_MIA,JAX,up 9+,12,6
2024,2024_01_JAX_MIA,MIA,down 9+,23,6
2024,2024_01_JAX_MIA,MIA,down 1-8,22,11
2024,2024_01_JAX_MIA,MIA,tied,20,8
2024,2024_01_LA_DET,DET,down 1-8,25,11
2024,2024_01_LA_DET,DET,tied,20,13
2024,2024_01_LA_DET,DET,up 1-8,16,7
2024,2024_01_LA_DET,LA,down 9+,11,6
2024,2024_01_LA_DET,LA,down 1-8,28,8
2024,2024_01_LA_DET,LA,tied,29,7
2024,2024_01_LA_DET,LA,up 1-8,6,2
2024,2024_01_LV_LAC,LAC,down 1-8,21,10
2024,2024_01_LV_LAC,LAC,tied,10,4
2024,2024_01_LV_LAC,LAC,up 1-8,20,10
2024,2024_01_LV_LAC,LAC,up 9+,1,1
2024,2024_01_LV_LAC,LV,down 9+,13,1
2024,2024_01_LV_LAC,LV,down 1-8,21,11
2024,2024_01_LV_LAC,LV,tied,7,3
2024,2024_01_LV_LAC,LV,up 1-8,18,7
2024,2024_01_MIN_NYG,MIN,down 1-8,5,3
2024,2024_01_MIN_NYG,MIN,tied,3,1
2024,2024_01_MIN_NYG,MIN,up 1-8,11,4
2024,2024_01_MIN_NYG,MIN,up 9+,31,17
2024,2024_01_MIN_NYG,NYG,down 9+,49,13
2024,2024_01_MIN_NYG,NYG,down 1-8,10,3
2024,2024_01_MIN_NYG,NYG,tied,9,5
2024,2024_01_NE_CIN,CIN,down 9+,23,9
2024,2024_01_NE_CIN,CIN,down 1-8,19,4
2024,2024_01_NE_CIN,CIN,tied,6,3
2024,2024_01_NE_CIN,NE,tied,19,11
2024,2024_01_NE_CIN,NE,up 1-8,33,20
2024,2024_01_NE_CIN,NE,up 9+,9,5
2024,2024_01_NYJ_SF,NYJ,down 9+,28,9
2024,2024_01_NYJ_SF,NYJ,down 1-8,15,7
2024,2024_01_NYJ_SF,NYJ,tied,4,2
2024,2024_01_NYJ_SF,NYJ,up 1-8,3,1
2024,2024_01_NYJ_SF,SF,down 1-8,20,14
2024,2024_01_NYJ_SF,SF,tied,6,2
2024,2024_01_NYJ_SF,SF,up 1-8,11,3
2024,2024_01_NYJ_SF,SF,up 9+,32,18
2024,2024_01_PIT_ATL,ATL,down 1-8,31,11
2024,2024_01_PIT_ATL,ATL,tied,13,6
2024,2024_01_PIT_ATL,ATL,up 1-8,5,5
2024,2024_01_PIT_ATL,PIT,down 1-8,23,12
2024,2024_01_PIT_ATL,PIT,tied,9,6
2024,2024_01_PIT_ATL,PIT,up 1-8,34,23
2024,2024_01_TEN_CHI,CHI,down 9+,18,5
2024,2024_01_TEN_CHI,CHI,down 1-8,16,7
2024,2024_01_TEN_CHI,CHI,tied,11,4
2024,2024_01_TEN_CHI,CHI,up 1-8,7,4
2024,2024_01_TEN_CHI,TEN,down 1-8,8,2
2024,2024_01_TEN_CHI,TEN,tied,14,8
2024,2024_01_TEN_CHI,TEN,up 1-8,18,6
2024,2024_01_TEN_CHI,TEN,up 9+,21,10
2024,2024_01_WAS_TB,TB,tied,6,3
2024,2024_01_WAS_TB,TB,up 1-8,28,12
2024,2024_01_WAS_TB,TB,up 9+,25,13
2024,2024_01_WAS_TB,WAS,down 9+,44,22
2024,2024_01_WAS_TB,WAS,down 1-8,12,7
2024,2024_02_ATL_PHI,ATL,down 1-8,39,15
2024,2024_02_ATL_PHI,ATL,tied,17,11
2024,2024_02_ATL_PHI,ATL,up 1-8,1,0
2024,2024_02_ATL_PHI,PHI,down 1-8,40,20
2024,2024_02_ATL_PHI,PHI,tied,17,9
2024,2024_02_ATL_PHI,PHI,up 1-8,11,8
2024,2024_02_BUF_MIA,BUF,tied,15,6
2024,2024_02_BUF_MIA,BUF,up 1-8,8,4
2024,2024_02_BUF_MIA,BUF,up 9+,19,13
2024,2024_02_BUF_MIA,MIA,down 9+,53,23
2024,2024_02_BUF_MIA,MIA,down 1-8,13,6
2024,2024_02_BUF_MIA,MIA,tied,9,5
2024,2024_02_CHI_HOU,CHI,down 9+,31,11
2024,2024_02_CHI_HOU,CHI,down 1-8,35,11
2024,2024_02_CHI_HOU,HOU,tied,15,5
2024,2024_02_CHI_HOU,HOU,up 1-8,33,9
2024,2024_02_CHI_HOU,HOU,up 9+,12,7
2024,2024_02_CIN_KC,CIN,down 1-8,18,8
2024,2024_02_CIN_KC,CIN,tied,27,9
2024,2024_02_CIN_KC,CIN,up 1-8,16,5
2024,2024_02_CIN_KC,KC,down 1-8,58,32
2024,2024_02_CIN_KC,KC,tied,1,0
2024,2024_02_CIN_KC,KC,up 1-8,1,0
2024,2024_02_CLE_JAX,CLE,tied,16,7
2024,2024_02_CLE_JAX,CLE,up 1-8,36,19
2024,2024_02_CLE_JAX,CLE,up 9+,13,3
2024,2024_02_CLE_JAX,JAX,down 9+,27,13
2024,2024_02_CLE_JAX,JAX,down 1-8,22,6
2024,2024_02_CLE_JAX,JAX,tied,5,2
2024,2024_02_IND_GB,GB,tied,7,6
2024,2024_02_IND_GB,GB,up 1-8,14,13
2024,2024_02_IND_GB,GB,up 9+,46,34
2024,2024_02_IND_GB,IND,down 9+,44,16
2024,2024_02_IND_GB,IND,down 1-8,8,2
2024,2024_02_LAC_CAR,CAR,down 9+,34,13
2024,2024_02_LAC_CAR,CAR,down 1-8,12,5
2024,2024_02_LAC_CAR,LAC,tied,9,5
2024,2024_02_LAC_CAR,LAC,up 1-8,20,14
2024,2024_02_LAC_CAR,LAC,up 9+,33,22
2024,2024_02_LA_ARI,ARI,tied,6,3
2024,2024_02_LA_ARI,ARI,up 1-8,1,0
2024,2024_02_LA_ARI,ARI,up 9+,55,37
2024,2024_02_LA_ARI,LA,down 9+,45,17
2024,2024_02_LA_ARI,LA,down 1-8,3,1
2024,2024_02_LA_ARI,LA,tied,4,2
2024,2024_02_LV_BAL,BAL,down 1-8,4,1
2024,2024_02_LV_BAL,BAL,tied,24,7
2024,2024_02_LV_BAL,BAL,up 1-8,30,18
2024,2024_02_LV_BAL,BAL,up 9+,3,1
2024,2024_02_LV_BAL,LV,down 9+,20,6
2024,2024_02_LV_BAL,LV,down 1-8,31,5
2024,2024_02_LV_BAL,LV,tied,8,5
2024,2024_02_NO_DAL,DAL,down 9+,53,16
2024,2024_02_NO_DAL,DAL,down 1-8,12,5
2024,2024_02_NO_DAL,NO,tied,7,4
2024,2024_02_NO_DAL,NO,up 1-8,16,10
2024,2024_02_NO_DAL,NO,up 9+,30,22
2024,2024_02_NYG_WAS,NYG,down 1-8,30,14
2024,2024_02_NYG_WAS,NYG,tied,17,6
2024,2024_02_NYG_WAS,NYG,up 1-8,6,2
2024,2024_02_NYG_WAS,WAS,down 1-8,25,9
2024,2024_02_NYG_WAS,WAS,tied,42,24
2024,2024_02_NYJ_TEN,NYJ,down 1-8,23,8
2024,2024_02_NYJ_TEN,NYJ,tied,24,12
2024,2024_02_NYJ_TEN,NYJ,up 1-8,8,3
2024,2024_02_NYJ_TEN,TEN,down 1-8,24,11
2024,2024_02_NYJ_TEN,TEN,tied,25,13
2024,2024_02_NYJ_TEN,TEN,up 1-8,11,4
2024,2024_02_PIT_DEN,DEN,down 9+,34,12
2024,2024_02_PIT_DEN,DEN,down 1-8,16,4
2024,2024_02_PIT_DEN,DEN,tied,6,3
2024,2024_02_PIT_DEN,PIT,tied,15,10
2024,2024_02_PIT_DEN,PIT,up 1-8,20,11
2024,2024_02_PIT_DEN,PIT,up 9+,23,15
2024,2024_02_SEA_NE,NE,down 1-8,28,17
2024,2024_02_SEA_NE,NE,tied,31,13
2024,2024_02_SEA_NE,NE,up 1-8,7,6
2024,2024_02_SEA_NE,SEA,down 1-8,28,10
2024,2024_02_SEA_NE,SEA,tied,13,2
2024,2024_02_SEA_NE,SEA,up 1-8,23,6
2024,2024_02_SF_MIN,MIN,tied,13,5
2024,2024_02_SF_MIN,MIN,up 1-8,29,10
2024,2024_02_SF_MIN,MIN,up 9+,9,7
2024,2024_02_SF_MIN,SF,down 9+,38,14
2024,2024_02_SF_MIN,SF,down 1-8,22,10
2024,2024_02_SF_MIN,SF,tied,7,1
2024,2024_02_TB_DET,DET,down 1-8,82,27
2024,2024_02_TB_DET,TB,down 1-8,6,4
2024,2024_02_TB_DET,TB,tied,12,5
2024,2024_02_TB_DET,TB,up 1-8,28,13
2024,2024_03_BAL_DAL,BAL,tied,5,4
2024,2024_03_BAL_DAL,BAL,up 1-8,12,10
2024,2024_03_BAL_DAL,BAL,up 9+,41,29
2024,2024_03_BAL_DAL,DAL,down 9+,59,11
2024,2024_03_BAL_DAL,DAL,down 1-8,6,3
2024,2024_03_BAL_DAL,DAL,tied,7,2
2024,2024_03_CAR_LV,CAR,tied,19,8
2024,2024_03_CAR_LV,CAR,up 1-8,18,5
2024,2024_03_CAR_LV,CAR,up 9+,32,16
2024,2024_03_CAR_LV,LV,down 9+,36,4
2024,2024_03_CAR_LV,LV,down 1-8,24,12
2024,2024_03_CHI_IND,CHI,down 9+,25,5
2024,2024_03_CHI_IND,CHI,down 1-8,36,13
2024,2024_03_CHI_IND,CHI,tied,23,10
2024,2024_03_CHI_IND,IND,tied,19,10
2024,2024_03_CHI_IND,IND,up 1-8,32,20
2024,2024_03_DEN_TB,DEN,tied,6,2
2024,2024_03_DEN_TB,DEN,up 1-8,7,6
2024,2024_03_DEN_TB,DEN,up 9+,50,19
2024,2024_03_DEN_TB,TB,down 9+,48,13
2024,2024_03_DEN_TB,TB,down 1-8,8,3
2024,2024_03_DET_ARI,ARI,down 9+,38,10
2024,2024_03_DET_ARI,ARI,down 1-8,15,8
2024,2024_03_DET_ARI,DET,tied,22,15
2024,2024_03_DET_ARI,DET,up 1-8,17,10
2024,2024_03_DET_ARI,DET,up 9+,27,16
2024,2024_03_GB_TEN,GB,tied,16,10
2024,2024_03_GB_TEN,GB,up 9+,43,27
2024,2024_03_GB_TEN,TEN,down 9+,42,8
2024,2024_03_GB_TEN,TEN,down 1-8,11,3
2024,2024_03_HOU_MIN,HOU,down 9+,49,9
2024,2024_03_HOU_MIN,HOU,down 1-8,12,5
2024,2024_03_HOU_MIN,HOU,tied,1,0
2024,2024_03_HOU_MIN,MIN,tied,6,2
2024,2024_03_HOU_MIN,MIN,up 1-8,6,2
2024,2024_03_HOU_MIN,MIN,up 9+,47,23
2024,2024_03_JAX_BUF,BUF,tied,10,4
2024,2024_03_JAX_BUF,BUF,up 1-8,11,3
2024,2024_03_JAX_BUF,BUF,up 9+,38,21
2024,2024_03_JAX_BUF,JAX,down 9+,65,17
2024,2024_03_JAX_BUF,JAX,down 1-8,3,0
2024,2024_03_KC_ATL,ATL,down 1-8,33,14
2024,2024_03_KC_ATL,ATL,tied,12,5
2024,2024_03_KC_ATL,ATL,up 1-8,10,5
2024,2024_03_KC_ATL,KC,down 1-8,52,20
2024,2024_03_KC_ATL,KC,up 1-8,17,10
2024,2024_03_LAC_PIT,LAC,down 9+,3,0
2024,2024_03_LAC_PIT,LAC,down 1-8,6,4
2024,2024_03_LAC_PIT,LAC,tied,28,14
2024,2024_03_LAC_PIT,LAC,up 1-8,8,2
2024,2024_03_LAC_PIT,PIT,down 1-8,32,12
2024,2024_03_LAC_PIT,PIT,tied,18,8
2024,2024_03_LAC_PIT,PIT,up 1-8,5,2
2024,2024_03_LAC_PIT,PIT,up 9+,8,7
2024,2024_03_MIA_SEA,MIA,down 9+,52,16
2024,2024_03_MIA_SEA,MIA,down 1-8,4,2
2024,2024_03_MIA_SEA,SEA,tied,6,2
2024,2024_03_MIA_SEA,SEA,up 1-8,6,3
2024,2024_03_MIA_SEA,SEA,up 9+,46,16
2024,2024_03_NE_NYJ,NE,down 9+,39,13
2024,2024_03_NE_NYJ,NE,down 1-8,6,1
2024,2024_03_NE_NYJ,NE,tied,3,1
2024,2024_03_NE_NYJ,NYJ,tied,15,5
2024,2024_03_NE_NYJ,NYJ,up 1-8,13,8
2024,2024_03_NE_NYJ,NYJ,up 9+,42,20
2024,2024_03_NYG_CLE,CLE,down 9+,28,6
2024,2024_03_NYG_CLE,CLE,down 1-8,19,7
2024,2024_03_NYG_CLE,CLE,tied,11,3
2024,2024_03_NYG_CLE,CLE,up 1-8,5,1
2024,2024_03_NYG_CLE,NYG,down 1-8,16,8
2024,2024_03_NYG_CLE,NYG,tied,17,7
2024,2024_03_NYG_CLE,NYG,up 1-8,17,8
2024,2024_03_NYG_CLE,NYG,up 9+,16,6
2024,2024_03_PHI_NO,NO,down 1-8,18,8
2024,2024_03_PHI_NO,NO,tied,14,8
2024,2024_03_PHI_NO,NO,up 1-8,23,12
2024,2024_03_PHI_NO,PHI,down 1-8,58,20
2024,2024_03_PHI_NO,PHI,up 1-8,7,3
2024,2024_03_SF_LA,LA,down 9+,41,20
2024,2024_03_SF_LA,LA,down 1-8,13,5
2024,2024_03_SF_LA,LA,tied,1,1
2024,2024_03_SF_LA,SF,down 1-8,1,0
2024,2024_03_SF_LA,SF,tied,13,6
2024,2024_03_SF_LA,SF,up 1-8,46,26
2024,2024_03_SF_LA,SF,up 9+,5,2
2024,2024_03_WAS_CIN,CIN,down 9+,34,10
2024,2024_03_WAS_CIN,CIN,down 1-8,11,4
2024,2024_03_WAS_CIN,CIN,tied,16,6
2024,2024_03_WAS_CIN,WAS,down 1-8,10,6
2024,2024_03_WAS_CIN,WAS,tied,7,4
2024,2024_03_WAS_CIN,WAS,up 1-8,38,20
2024,2024_04_BUF_BAL,BAL,tied,1,1
2024,2024_04_BUF_BAL,BAL,up 1-8,9,5
2024,2024_04_BUF_BAL,BAL,up 9+,44,28
