season,team,game_number,game_pk,date,opponent,home,runs_for,runs_against,won
2019,Tampa Bay Rays,6,566669,2019-04-02,Colorado Rockies,1,4,0,1
2019,Tampa Bay Rays,7,566670,2019-04-03,Colorado Rockies,1,0,1,0
2019,Tampa Bay Rays,8,566471,2019-04-05,San Francisco Giants,0,5,2,1
2019,Tampa Bay Rays,9,566472,2019-04-06,San Francisco Giants,0,4,6,0
2019,Tampa Bay Rays,10,566473,2019-04-07,San Francisco Giants,0,3,0,1
2019,Tampa Bay Rays,11,567266,2019-04-08,Chicago White Sox,0,5,1,1
2019,Tampa Bay Rays,12,567267,2019-04-09,Chicago White Sox,0,10,5,1
2019,Tampa Bay Rays,13,567268,2019-04-10,Chicago White Sox,0,9,1,1
2019,Tampa Bay Rays,14,566871,2019-04-12,Toronto Blue Jays,0,11,7,1
2019,Tampa Bay Rays,15,566872,2019-04-13,Toronto Blue Jays,0,1,3,0
2019,Tampa Bay Rays,16,566873,2019-04-14,Toronto Blue Jays,0,8,4,1
2019,Tampa Bay Rays,17,566671,2019-04-16,Baltimore Orioles,1,4,2,1
2019,Tampa Bay Rays,18,566672,2019-04-17,Baltimore Orioles,1,8,1,1
2019,Tampa Bay Rays,19,566673,2019-04-18,Baltimore Orioles,1,5,6,0
2019,Tampa Bay Rays,20,566674,2019-04-19,Boston Red Sox,1,4,6,0
2019,Tampa Bay Rays,21,566675,2019-04-20,Boston Red Sox,1,5,6,0
2019,Tampa Bay Rays,22,566676,2019-04-21,Boston Red Sox,1,3,4,0
2019,Tampa Bay Rays,23,566677,2019-04-22,Kansas City Royals,1,6,3,1
2019,Tampa Bay Rays,24,566678,2019-04-23,Kansas City Royals,1,5,2,1
2019,Tampa Bay Rays,25,566679,2019-04-24,Kansas City Royals,1,2,10,0
2019,Tampa Bay Rays,26,565038,2019-04-27,Boston Red Sox,0,2,1,1
2019,Tampa Bay Rays,27,565039,2019-04-28,Boston Red Sox,0,5,2,1
2019,Tampa Bay Rays,28,565717,2019-04-29,Kansas City Royals,0,8,5,1
2019,Tampa Bay Rays,29,565719,2019-05-01,Kansas City Royals,0,2,3,0
2019,Tampa Bay Rays,30,565718,2019-05-01,Kansas City Royals,0,2,8,0
2019,Tampa Bay Rays,31,565720,2019-05-02,Kansas City Royals,0,3,1,1
2019,Tampa Bay Rays,32,564943,2019-05-03,Baltimore Orioles,0,7,0,1
2019,Tampa Bay Rays,33,564944,2019-05-04,Baltimore Orioles,0,0,3,0
2019,Tampa Bay Rays,34,566680,2019-05-06,Arizona Diamondbacks,1,12,1,1
2019,Tampa Bay Rays,35,566681,2019-05-07,Arizona Diamondbacks,1,6,3,1
2019,Tampa Bay Rays,36,566682,2019-05-08,Arizona Diamondbacks,1,2,3,0
2019,Tampa Bay Rays,37,566683,2019-05-10,New York Yankees,1,3,4,0
2019,Tampa Bay Rays,38,566684,2019-05-11,New York Yankees,1,7,2,1
2019,Tampa Bay Rays,39,566685,2019-05-12,New York Yankees,1,1,7,0
2019,Tampa Bay Rays,40,567380,2019-05-14,Miami Marlins,0,4,0,1
2019,Tampa Bay Rays,41,567381,2019-05-15,Miami Marlins,0,1,0,1
2019,Tampa Bay Rays,42,567481,2019-05-17,New York Yankees,0,3,4,0
2019,Tampa Bay Rays,43,567482,2019-05-18,New York Yankees,0,2,1,1
2019,Tampa Bay Rays,44,567483,2019-05-19,New York Yankees,0,5,13,0
2019,Tampa Bay Rays,45,566686,2019-05-21,Los Angeles Dodgers,1,3,7,0
2019,Tampa Bay Rays,46,566687,2019-05-22,Los Angeles Dodgers,1,8,1,1
2019,Tampa Bay Rays,47,565341,2019-05-23,Cleveland Indians,0,7,2,1
2019,Tampa Bay Rays,48,565342,2019-05-24,Cleveland Indians,0,1,3,0
2019,Tampa Bay Rays,49,565343,2019-05-25,Cleveland Indians,0,6,2,1
2019,Tampa Bay Rays,50,565344,2019-05-26,Cleveland Indians,0,6,3,1
2019,Tampa Bay Rays,51,566688,2019-05-27,Toronto Blue Jays,1,8,3,1
2019,Tampa Bay Rays,52,566689,2019-05-28,Toronto Blue Jays,1,3,1,1
2019,Tampa Bay Rays,53,566690,2019-05-29,Toronto Blue Jays,1,4,3,1
2019,Tampa Bay Rays,54,566691,2019-05-30,Minnesota Twins,1,14,3,1
2019,Tampa Bay Rays,55,566692,2019-05-31,Minnesota Twins,1,3,5,0
2019,Tampa Bay Rays,56,566693,2019-06-01,Minnesota Twins,1,2,6,0
2019,Tampa Bay Rays,57,566694,2019-06-02,Minnesota Twins,1,7,9,0
2019,Tampa Bay Rays,58,565538,2019-06-04,Detroit Tigers,0,6,9,0
2019,Tampa Bay Rays,59,565539,2019-06-05,Detroit Tigers,0,4,0,1
2019,Tampa Bay Rays,60,565540,2019-06-06,Detroit Tigers,0,6,1,1
2019,Tampa Bay Rays,61,565054,2019-06-07,Boston Red Sox,0,5,1,1
2019,Tampa Bay Rays,62,565055,2019-06-08,Boston Red Sox,0,9,2,1
2019,Tampa Bay Rays,63,565037,2019-06-08,Boston Red Sox,0,1,5,0
2019,Tampa Bay Rays,64,565056,2019-06-09,Boston Red Sox,0,6,1,1
2019,Tampa Bay Rays,65,566695,2019-06-10,Oakland Athletics,1,6,2,1
2019,Tampa Bay Rays,66,566696,2019-06-11,Oakland Athletics,1,3,4,0
2019,Tampa Bay Rays,67,566697,2019-06-12,Oakland Athletics,1,2,6,0
2019,Tampa Bay Rays,68,566698,2019-06-13,Los Angeles Angels,1,3,5,0
2019,Tampa Bay Rays,69,566699,2019-06-14,Los Angeles Angels,1,9,4,1
2019,Tampa Bay Rays,70,566700,2019-06-15,Los Angeles Angels,1,3,5,0
2019,Tampa Bay Rays,71,566701,2019-06-16,Los Angeles Angels,1,6,5,1
2019,Tampa Bay Rays,72,567493,2019-06-17,New York Yankees,0,0,3,0
2019,Tampa Bay Rays,73,567494,2019-06-18,New York Yankees,0,3,6,0
2019,Tampa Bay Rays,74,567495,2019-06-19,New York Yankees,0,1,12,0
2019,Tampa Bay Rays,75,566123,2019-06-20,Oakland Athletics,0,4,5,0
2019,Tampa Bay Rays,76,566124,2019-06-21,Oakland Athletics,0,5,3,1
2019,Tampa Bay Rays,77,566125,2019-06-22,Oakland Athletics,0,2,4,0
2019,Tampa Bay Rays,78,566126,2019-06-23,Oakland Athletics,0,8,2,1
2019,Tampa Bay Rays,79,566999,2019-06-25,Minnesota Twins,0,4,9,0
2019,Tampa Bay Rays,80,567000,2019-06-26,Minnesota Twins,0,4,6,0
2019,Tampa Bay Rays,81,567001,2019-06-27,Minnesota Twins,0,5,2,1
2019,Tampa Bay Rays,82,566702,2019-06-28,Texas Rangers,1,0,5,0
2019,Tampa Bay Rays,83,566703,2019-06-29,Texas Rangers,1,5,2,1
2019,Tampa Bay Rays,84,566704,2019-06-30,Texas Rangers,1,6,2,1
2019,Tampa Bay Rays,85,566705,2019-07-01,Baltimore Orioles,1,6,3,1
2019,Tampa Bay Rays,86,566706,2019-07-02,Baltimore Orioles,1,6,3,1
2019,Tampa Bay Rays,87,566707,2019-07-03,Baltimore Orioles,1,6,9,0
2019,Tampa Bay Rays,88,566708,2019-07-04,New York Yankees,1,4,8,0
2019,Tampa Bay Rays,89,566709,2019-07-05,New York Yankees,1,4,8,0
2019,Tampa Bay Rays,90,566710,2019-07-06,New York Yankees,1,4,3,1
2019,Tampa Bay Rays,91,566711,2019-07-07,New York Yankees,1,2,1,1
2019,Tampa Bay Rays,92,564973,2019-07-12,Baltimore Orioles,0,16,4,1
2019,Tampa Bay Rays,93,564945,2019-07-13,Baltimore Orioles,0,1,2,0
2019,Tampa Bay Rays,94,564974,2019-07-13,Baltimore Orioles,0,12,4,1
2019,Tampa Bay Rays,95,564975,2019-07-14,Baltimore Orioles,0,4,1,1
2019,Tampa Bay Rays,96,567506,2019-07-15,New York Yankees,0,5,4,1
2019,Tampa Bay Rays,97,567507,2019-07-16,New York Yankees,0,3,8,0
2019,Tampa Bay Rays,98,567509,2019-07-18,New York Yankees,0,2,6,0
2019,Tampa Bay Rays,99,567508,2019-07-18,New York Yankees,0,1,5,0
2019,Tampa Bay Rays,100,566712,2019-07-19,Chicago White Sox,1,2,9,0
2019,Tampa Bay Rays,101,566713,2019-07-20,Chicago White Sox,1,1,2,0
2019,Tampa Bay Rays,102,566714,2019-07-21,Chicago White Sox,1,4,2,1
2019,Tampa Bay Rays,103,566715,2019-07-22,Boston Red Sox,1,4,9,0
2019,Tampa Bay Rays,104,566716,2019-07-23,Boston Red Sox,1,4,5,0
2019,Tampa Bay Rays,105,566717,2019-07-24,Boston Red Sox,1,3,2,1
2019,Tampa Bay Rays,106,566915,2019-07-26,Toronto Blue Jays,0,3,1,1
2019,Tampa Bay Rays,107,566916,2019-07-27,Toronto Blue Jays,0,9,10,0
2019,Tampa Bay Rays,108,566917,2019-07-28,Toronto Blue Jays,0,10,9,1
2019,Tampa Bay Rays,109,565080,2019-07-30,Boston Red Sox,0,6,5,1
2019,Tampa Bay Rays,110,565081,2019-07-31,Boston Red Sox,0,8,5,1
2019,Tampa Bay Rays,111,565082,2019-08-01,Boston Red Sox,0,9,4,1
2019,Tampa Bay Rays,112,566718,2019-08-03,Miami Marlins,1,8,6,1
2019,Tampa Bay Rays,113,566719,2019-08-04,Miami Marlins,1,7,2,1
2019,Tampa Bay Rays,114,566720,2019-08-05,Toronto Blue Jays,1,0,2,0
2019,Tampa Bay Rays,115,566721,2019-08-06,Toronto Blue Jays,1,7,6,1
2019,Tampa Bay Rays,116,566722,2019-08-07,Toronto Blue Jays,1,3,4,0
2019,Tampa Bay Rays,117,566432,2019-08-09,Seattle Mariners,0,5,3,1
2019,Tampa Bay Rays,118,566433,2019-08-10,Seattle Mariners,0,5,4,1
2019,Tampa Bay Rays,119,566434,2019-08-11,Seattle Mariners,0,1,0,1
2019,Tampa Bay Rays,120,566334,2019-08-12,San Diego Padres,0,10,4,1
2019,Tampa Bay Rays,121,566335,2019-08-13,San Diego Padres,0,7,5,1
2019,Tampa Bay Rays,122,566336,2019-08-14,San Diego Padres,0,2,7,0
2019,Tampa Bay Rays,123,566723,2019-08-16,Detroit Tigers,1,0,2,0
2019,Tampa Bay Rays,124,566724,2019-08-17,Detroit Tigers,1,1,0,1
2019,Tampa Bay Rays,125,566725,2019-08-18,Detroit Tigers,1,5,4,1
2019,Tampa Bay Rays,126,566726,2019-08-19,Seattle Mariners,1,3,9,0
2019,Tampa Bay Rays,127,566727,2019-08-20,Seattle Mariners,1,4,7,0
2019,Tampa Bay Rays,128,566728,2019-08-21,Seattle Mariners,1,7,6,1
2019,Tampa Bay Rays,129,564994,2019-08-22,Baltimore Orioles,0,5,2,1
2019,Tampa Bay Rays,130,564995,2019-08-23,Baltimore Orioles,0,7,1,1
2019,Tampa Bay Rays,131,564996,2019-08-24,Baltimore Orioles,0,1,7,0
2019,Tampa Bay Rays,132,564997,2019-08-25,Baltimore Orioles,0,3,8,0
2019,Tampa Bay Rays,133,565671,2019-08-27,Houston Astros,0,1,15,0
2019,Tampa Bay Rays,134,565672,2019-08-28,Houston Astros,0,6,8,0
2019,Tampa Bay Rays,135,565673,2019-08-29,Houston Astros,0,9,8,1
2019,Tampa Bay Rays,136,566729,2019-08-30,Cleveland Indians,1,4,0,1
2019,Tampa Bay Rays,137,566730,2019-08-31,Cleveland Indians,1,9,6,1
2019,Tampa Bay Rays,138,566731,2019-09-01,Cleveland Indians,1,8,2,1
2019,Tampa Bay Rays,139,566732,2019-09-02,Baltimore Orioles,1,5,4,1
2019,Tampa Bay Rays,140,566733,2019-09-03,Baltimore Orioles,1,2,4,0
2019,Tampa Bay Rays,141,566734,2019-09-03,Baltimore Orioles,1,2,0,1
2019,Tampa Bay Rays,142,566735,2019-09-05,Toronto Blue Jays,1,6,4,1
2019,Tampa Bay Rays,143,566736,2019-09-06,Toronto Blue Jays,1,5,0,1
2019,Tampa Bay Rays,144,566737,2019-09-07,Toronto Blue Jays,1,5,3,1
2019,Tampa Bay Rays,145,566738,2019-09-08,Toronto Blue Jays,1,8,3,1
2019,Tampa Bay Rays,146,566837,2019-09-10,Texas Rangers,0,5,3,1
2019,Tampa Bay Rays,147,566838,2019-09-11,Texas Rangers,0,9,10,0
2019,Tampa Bay Rays,148,566839,2019-09-12,Texas Rangers,0,4,6,0
2019,Tampa Bay Rays,149,564806,2019-09-13,Los Angeles Angels,0,11,4,1
2019,Tampa Bay Rays,150,564807,2019-09-14,Los Angeles Angels,0,3,1,1
2019,Tampa Bay Rays,151,564808,2019-09-15,Los Angeles Angels,0,4,6,0
2019,Tampa Bay Rays,152,565875,2019-09-17,Los Angeles Dodgers,0,5,7,0
2019,Tampa Bay Rays,153,565876,2019-09-18,Los Angeles Dodgers,0,8,7,1
2019,Tampa Bay Rays,154,566739,2019-09-20,Boston Red Sox,1,5,4,1
2019,Tampa Bay Rays,155,566740,2019-09-21,Boston Red Sox,1,5,4,1
2019,Tampa Bay Rays,156,566741,2019-09-22,Boston Red Sox,1,4,7,0
2019,Tampa Bay Rays,157,566742,2019-09-23,Boston Red Sox,1,7,4,1
2019,Tampa Bay Rays,158,566743,2019-09-24,New York Yankees,1,2,1,1
2019,Tampa Bay Rays,159,566744,2019-09-25,New York Yankees,1,4,0,1
2019,Tampa Bay Rays,160,566942,2019-09-27,Toronto Blue Jays,0,6,2,1
2019,Tampa Bay Rays,161,566943,2019-09-28,Toronto Blue Jays,0,1,4,0
2019,Tampa Bay Rays,162,566944,2019-09-29,Toronto Blue Jays,0,3,8,0
2019,Texas Rangers,1,566763,2019-03-28,Chicago Cubs,1,4,12,0
2019,Texas Rangers,2,566764,2019-03-30,Chicago Cubs,1,8,6,1
2019,Texas Rangers,3,566765,2019-03-31,Chicago Cubs,1,11,10,1
2019,Texas Rangers,4,566766,2019-04-01,Houston Astros,1,1,2,0
2019,Texas Rangers,5,566767,2019-04-02,Houston Astros,1,6,4,1
2019,Texas Rangers,6,566768,2019-04-03,Houston Astros,1,4,0,1
2019,Texas Rangers,7,564734,2019-04-04,Los Angeles Angels,0,11,4,1
2019,Texas Rangers,8,564735,2019-04-05,Los Angeles Angels,0,1,3,0
2019,Texas Rangers,9,564736,2019-04-06,Los Angeles Angels,0,1,5,0
2019,Texas Rangers,10,564737,2019-04-07,Los Angeles Angels,0,2,7,0
2019,Texas Rangers,11,564836,2019-04-09,Arizona Diamondbacks,0,4,5,0
2019,Texas Rangers,12,564837,2019-04-10,Arizona Diamondbacks,0,5,2,1
2019,Texas Rangers,13,566769,2019-04-12,Oakland Athletics,1,6,8,0
2019,Texas Rangers,14,566771,2019-04-14,Oakland Athletics,1,8,7,1
2019,Texas Rangers,15,566772,2019-04-15,Los Angeles Angels,1,12,7,1
2019,Texas Rangers,16,566773,2019-04-16,Los Angeles Angels,1,5,0,1
2019,Texas Rangers,17,566774,2019-04-17,Los Angeles Angels,1,5,4,1
2019,Texas Rangers,18,566775,2019-04-19,Houston Astros,1,2,7,0
2019,Texas Rangers,19,566776,2019-04-20,Houston Astros,1,9,4,1
2019,Texas Rangers,20,566777,2019-04-21,Houston Astros,1,11,10,1
2019,Texas Rangers,21,566099,2019-04-22,Oakland Athletics,0,1,6,0
2019,Texas Rangers,22,566100,2019-04-23,Oakland Athletics,0,5,11,0
2019,Texas Rangers,23,566101,2019-04-24,Oakland Athletics,0,5,6,0
2019,Texas Rangers,24,566384,2019-04-25,Seattle Mariners,0,2,14,0
2019,Texas Rangers,25,566385,2019-04-26,Seattle Mariners,0,4,5,0
2019,Texas Rangers,26,566386,2019-04-27,Seattle Mariners,0,15,1,1
2019,Texas Rangers,27,566387,2019-04-28,Seattle Mariners,0,14,1,1
2019,Texas Rangers,28,566778,2019-04-30,Pittsburgh Pirates,1,4,6,0
2019,Texas Rangers,29,566779,2019-05-01,Pittsburgh Pirates,1,5,7,0
2019,Texas Rangers,30,566780,2019-05-03,Toronto Blue Jays,1,0,1,0
2019,Texas Rangers,31,566781,2019-05-04,Toronto Blue Jays,1,8,5,1
2019,Texas Rangers,32,566782,2019-05-05,Toronto Blue Jays,1,10,2,1
2019,Texas Rangers,33,566196,2019-05-07,Pittsburgh Pirates,0,4,5,0
2019,Texas Rangers,34,566197,2019-05-08,Pittsburgh Pirates,0,9,6,1
2019,Texas Rangers,35,565622,2019-05-09,Houston Astros,0,2,4,0
2019,Texas Rangers,36,565623,2019-05-10,Houston Astros,0,0,3,0
2019,Texas Rangers,37,565624,2019-05-11,Houston Astros,0,4,11,0
2019,Texas Rangers,38,565625,2019-05-12,Houston Astros,0,5,15,0
2019,Texas Rangers,39,565724,2019-05-14,Kansas City Royals,0,5,11,0
2019,Texas Rangers,40,565725,2019-05-15,Kansas City Royals,0,6,1,1
2019,Texas Rangers,41,565726,2019-05-16,Kansas City Royals,0,16,1,1
2019,Texas Rangers,42,566783,2019-05-17,St. Louis Cardinals,1,7,3,1
2019,Texas Rangers,43,566784,2019-05-18,St. Louis Cardinals,1,2,8,0
2019,Texas Rangers,44,566785,2019-05-19,St. Louis Cardinals,1,5,4,1
2019,Texas Rangers,45,566786,2019-05-20,Seattle Mariners,1,10,9,1
2019,Texas Rangers,46,566787,2019-05-21,Seattle Mariners,1,5,3,1
2019,Texas Rangers,47,566788,2019-05-22,Seattle Mariners,1,2,1,1
2019,Texas Rangers,48,564760,2019-05-24,Los Angeles Angels,0,4,3,1
2019,Texas Rangers,49,564761,2019-05-25,Los Angeles Angels,0,2,3,0
2019,Texas Rangers,50,564762,2019-05-26,Los Angeles Angels,0,6,7,0
2019,Texas Rangers,51,566396,2019-05-27,Seattle Mariners,0,2,6,0
2019,Texas Rangers,52,566397,2019-05-28,Seattle Mariners,0,11,4,1
2019,Texas Rangers,53,566398,2019-05-29,Seattle Mariners,0,8,7,1
2019,Texas Rangers,54,566789,2019-05-30,Kansas City Royals,1,2,4,0
2019,Texas Rangers,55,566790,2019-05-31,Kansas City Royals,1,6,2,1
2019,Texas Rangers,56,566791,2019-06-01,Kansas City Royals,1,6,2,1
2019,Texas Rangers,57,566792,2019-06-02,Kansas City Royals,1,5,1,1
2019,Texas Rangers,58,566793,2019-06-04,Baltimore Orioles,1,11,12,0
2019,Texas Rangers,59,566794,2019-06-05,Baltimore Orioles,1,2,1,1
2019,Texas Rangers,60,566795,2019-06-06,Baltimore Orioles,1,4,3,1
2019,Texas Rangers,61,566796,2019-06-07,Oakland Athletics,1,3,5,0
2019,Texas Rangers,62,566770,2019-06-08,Oakland Athletics,1,10,5,1
2019,Texas Rangers,63,566797,2019-06-08,Oakland Athletics,1,3,1,1
2019,Texas Rangers,64,566798,2019-06-09,Oakland Athletics,1,8,9,0
2019,Texas Rangers,65,565057,2019-06-10,Boston Red Sox,0,4,3,1
2019,Texas Rangers,66,565058,2019-06-11,Boston Red Sox,0,9,5,1
2019,Texas Rangers,67,565059,2019-06-12,Boston Red Sox,0,3,4,0
2019,Texas Rangers,68,565060,2019-06-13,Boston Red Sox,0,6,7,0
2019,Texas Rangers,69,565250,2019-06-14,Cincinnati Reds,0,7,1,1
2019,Texas Rangers,70,565251,2019-06-15,Cincinnati Reds,0,4,3,1
2019,Texas Rangers,71,565252,2019-06-16,Cincinnati Reds,0,3,11,0
2019,Texas Rangers,72,566799,2019-06-17,Cleveland Indians,1,7,2,1
2019,Texas Rangers,73,566800,2019-06-18,Cleveland Indians,1,3,10,0
2019,Texas Rangers,74,566801,2019-06-19,Cleveland Indians,1,4,10,0
2019,Texas Rangers,75,566802,2019-06-20,Cleveland Indians,1,4,2,1
2019,Texas Rangers,76,566803,2019-06-21,Chicago White Sox,1,4,5,0
2019,Texas Rangers,77,566804,2019-06-22,Chicago White Sox,1,6,5,1
2019,Texas Rangers,78,566805,2019-06-23,Chicago White Sox,1,7,4,1
2019,Texas Rangers,79,565547,2019-06-25,Detroit Tigers,0,5,3,1
2019,Texas Rangers,80,565548,2019-06-26,Detroit Tigers,0,4,1,1
2019,Texas Rangers,81,565549,2019-06-27,Detroit Tigers,0,3,1,1
2019,Texas Rangers,82,566702,2019-06-28,Tampa Bay Rays,0,5,0,1
2019,Texas Rangers,83,566703,2019-06-29,Tampa Bay Rays,0,2,5,0
2019,Texas Rangers,84,566704,2019-06-30,Tampa Bay Rays,0,2,6,0
2019,Texas Rangers,85,566807,2019-07-02,Los Angeles Angels,1,4,9,0
2019,Texas Rangers,86,566808,2019-07-03,Los Angeles Angels,1,2,6,0
2019,Texas Rangers,87,566809,2019-07-04,Los Angeles Angels,1,9,3,1
2019,Texas Rangers,88,567002,2019-07-05,Minnesota Twins,0,6,15,0
2019,Texas Rangers,89,567003,2019-07-06,Minnesota Twins,0,4,7,0
2019,Texas Rangers,90,567004,2019-07-07,Minnesota Twins,0,4,1,1
2019,Texas Rangers,91,566810,2019-07-11,Houston Astros,1,5,0,1
2019,Texas Rangers,92,566811,2019-07-12,Houston Astros,1,9,8,1
2019,Texas Rangers,93,566812,2019-07-13,Houston Astros,1,6,7,0
2019,Texas Rangers,94,566813,2019-07-14,Houston Astros,1,4,12,0
2019,Texas Rangers,95,566814,2019-07-16,Arizona Diamondbacks,1,2,9,0
2019,Texas Rangers,96,566815,2019-07-17,Arizona Diamondbacks,1,4,19,0
2019,Texas Rangers,97,565653,2019-07-19,Houston Astros,0,3,4,0
2019,Texas Rangers,98,565654,2019-07-20,Houston Astros,0,1,6,0
2019,Texas Rangers,99,565655,2019-07-21,Houston Astros,0,3,5,0
2019,Texas Rangers,100,566423,2019-07-22,Seattle Mariners,0,3,7,0
2019,Texas Rangers,101,566424,2019-07-23,Seattle Mariners,0,7,2,1
2019,Texas Rangers,102,566425,2019-07-24,Seattle Mariners,0,3,5,0
2019,Texas Rangers,103,566135,2019-07-25,Oakland Athletics,0,11,3,1
2019,Texas Rangers,104,566136,2019-07-26,Oakland Athletics,0,5,2,1
2019,Texas Rangers,105,566137,2019-07-27,Oakland Athletics,0,4,5,0
2019,Texas Rangers,106,566138,2019-07-28,Oakland Athletics,0,5,6,0
2019,Texas Rangers,107,566816,2019-07-30,Seattle Mariners,1,5,8,0
2019,Texas Rangers,108,566817,2019-07-31,Seattle Mariners,1,9,7,1
2019,Texas Rangers,109,566818,2019-08-02,Detroit Tigers,1,5,4,1
2019,Texas Rangers,110,566824,2019-08-03,Detroit Tigers,1,5,4,1
2019,Texas Rangers,111,566825,2019-08-04,Detroit Tigers,1,9,4,1
2019,Texas Rangers,112,565375,2019-08-05,Cleveland Indians,0,1,0,1
2019,Texas Rangers,113,565377,2019-08-07,Cleveland Indians,0,0,2,0
2019,Texas Rangers,114,565376,2019-08-07,Cleveland Indians,0,1,5,0
2019,Texas Rangers,115,567609,2019-08-09,Milwaukee Brewers,0,5,6,0
2019,Texas Rangers,116,567610,2019-08-10,Milwaukee Brewers,0,2,3,0
2019,Texas Rangers,117,567611,2019-08-11,Milwaukee Brewers,0,1,0,1
2019,Texas Rangers,118,566922,2019-08-12,Toronto Blue Jays,0,4,19,0
2019,Texas Rangers,119,566923,2019-08-13,Toronto Blue Jays,0,0,3,0
2019,Texas Rangers,120,566924,2019-08-14,Toronto Blue Jays,0,7,3,1
2019,Texas Rangers,121,566826,2019-08-15,Minnesota Twins,1,6,13,0
2019,Texas Rangers,122,566827,2019-08-16,Minnesota Twins,1,3,4,0
2019,Texas Rangers,123,566828,2019-08-17,Minnesota Twins,1,7,12,0
2019,Texas Rangers,124,566829,2019-08-18,Minnesota Twins,1,3,6,0
2019,Texas Rangers,125,566830,2019-08-19,Los Angeles Angels,1,8,7,1
2019,Texas Rangers,126,566806,2019-08-20,Los Angeles Angels,1,1,5,0
2019,Texas Rangers,127,566831,2019-08-20,Los Angeles Angels,1,3,2,1
2019,Texas Rangers,128,566832,2019-08-21,Los Angeles Angels,1,8,7,1
2019,Texas Rangers,129,567325,2019-08-22,Chicago White Sox,0,1,6,0
2019,Texas Rangers,130,567326,2019-08-23,Chicago White Sox,0,3,8,0
2019,Texas Rangers,131,567327,2019-08-24,Chicago White Sox,0,4,0,1
2019,Texas Rangers,132,567328,2019-08-25,Chicago White Sox,0,0,2,0
2019,Texas Rangers,133,564798,2019-08-27,Los Angeles Angels,0,2,5,0
2019,Texas Rangers,134,564799,2019-08-28,Los Angeles Angels,0,3,0,1
2019,Texas Rangers,135,566833,2019-08-29,Seattle Mariners,1,3,5,0
2019,Texas Rangers,136,566834,2019-08-30,Seattle Mariners,1,6,3,1
2019,Texas Rangers,137,566835,2019-08-31,Seattle Mariners,1,3,2,1
2019,Texas Rangers,138,566836,2019-09-01,Seattle Mariners,1,3,11,0
2019,Texas Rangers,139,567528,2019-09-02,New York Yankees,0,7,0,1
2019,Texas Rangers,140,567529,2019-09-03,New York Yankees,0,1,10,0
2019,Texas Rangers,141,567530,2019-09-04,New York Yankees,0,1,4,0
2019,Texas Rangers,142,564998,2019-09-05,Baltimore Orioles,0,3,1,1
2019,Texas Rangers,143,564999,2019-09-06,Baltimore Orioles,0,7,6,1
2019,Texas Rangers,144,565000,2019-09-07,Baltimore Orioles,0,9,4,1
2019,Texas Rangers,145,565001,2019-09-08,Baltimore Orioles,0,10,4,1
2019,Texas Rangers,146,566837,2019-09-10,Tampa Bay Rays,1,3,5,0
2019,Texas Rangers,147,566838,2019-09-11,Tampa Bay Rays,1,10,9,1
2019,Texas Rangers,148,566839,2019-09-12,Tampa Bay Rays,1,6,4,1
2019,Texas Rangers,149,566840,2019-09-13,Oakland Athletics,1,9,14,0
2019,Texas Rangers,150,566841,2019-09-14,Oakland Athletics,1,6,8,0
2019,Texas Rangers,151,566842,2019-09-15,Oakland Athletics,1,1,6,0
2019,Texas Rangers,152,565682,2019-09-17,Houston Astros,0,1,4,0
2019,Texas Rangers,153,565683,2019-09-18,Houston Astros,0,2,3,0
2019,Texas Rangers,154,566162,2019-09-20,Oakland Athletics,0,0,8,0
2019,Texas Rangers,155,566163,2019-09-21,Oakland Athletics,0,3,12,0
2019,Texas Rangers,156,566164,2019-09-22,Oakland Athletics,0,8,3,1
2019,Texas Rangers,157,566843,2019-09-24,Boston Red Sox,1,10,12,0
2019,Texas Rangers,158,566844,2019-09-25,Boston Red Sox,1,3,10,0
2019,Texas Rangers,159,566845,2019-09-26,Boston Red Sox,1,7,5,1
2019,Texas Rangers,160,566846,2019-09-27,New York Yankees,1,7,14,0
2019,Texas Rangers,161,566847,2019-09-28,New York Yankees,1,9,4,1
2019,Texas Rangers,162,566848,2019-09-29,New York Yankees,1,6,1,1
2019,Toronto Blue Jays,1,566864,2019-03-28,Detroit Tigers,1,0,2,0
2019,Toronto Blue Jays,2,566865,2019-03-29,Detroit Tigers,1,6,0,1
2019,Toronto Blue Jays,3,566866,2019-03-30,Detroit Tigers,1,3,0,1
2019,Toronto Blue Jays,4,566867,2019-03-31,Detroit Tigers,1,3,4,0
2019,Toronto Blue Jays,5,566868,2019-04-01,Baltimore Orioles,1,5,6,0
2019,Toronto Blue Jays,6,566869,2019-04-02,Baltimore Orioles,1,1,2,0
2019,Toronto Blue Jays,7,566870,2019-04-03,Baltimore Orioles,1,5,3,1
2019,Toronto Blue Jays,8,565318,2019-04-04,Cleveland Indians,0,1,4,0
2019,Toronto Blue Jays,9,565319,2019-04-05,Cleveland Indians,0,2,3,0
2019,Toronto Blue Jays,10,565320,2019-04-06,Cleveland Indians,0,2,7,0
2019,Toronto Blue Jays,11,565321,2019-04-07,Cleveland Indians,0,1,3,0
2019,Toronto Blue Jays,12,565027,2019-04-09,Boston Red Sox,0,7,5,1
2019,Toronto Blue Jays,13,565028,2019-04-11,Boston Red Sox,0,6,7,0
2019,Toronto Blue Jays,14,566871,2019-04-12,Tampa Bay Rays,1,7,11,0
2019,Toronto Blue Jays,15,566872,2019-04-13,Tampa Bay Rays,1,3,1,1
