season,team,game_number,game_pk,date,opponent,home,runs_for,runs_against,won
2015,Atlanta Braves,35,414177,2015-05-15,Miami Marlins,0,5,3,1
2015,Atlanta Braves,36,414192,2015-05-16,Miami Marlins,0,5,3,1
2015,Atlanta Braves,37,414207,2015-05-17,Miami Marlins,0,6,0,1
2015,Atlanta Braves,38,414240,2015-05-19,Tampa Bay Rays,1,3,5,0
2015,Atlanta Braves,39,414255,2015-05-20,Tampa Bay Rays,1,2,1,1
2015,Atlanta Braves,40,414263,2015-05-21,Milwaukee Brewers,1,10,1,1
2015,Atlanta Braves,41,414274,2015-05-22,Milwaukee Brewers,1,0,11,0
2015,Atlanta Braves,42,414289,2015-05-23,Milwaukee Brewers,1,3,2,1
2015,Atlanta Braves,43,414304,2015-05-24,Milwaukee Brewers,1,2,1,1
2015,Atlanta Braves,44,414315,2015-05-25,Los Angeles Dodgers,0,3,6,0
2015,Atlanta Braves,45,414330,2015-05-26,Los Angeles Dodgers,0,0,8,0
2015,Atlanta Braves,46,414345,2015-05-27,Los Angeles Dodgers,0,3,2,1
2015,Atlanta Braves,47,414359,2015-05-28,San Francisco Giants,0,0,7,0
2015,Atlanta Braves,48,414366,2015-05-29,San Francisco Giants,0,2,4,0
2015,Atlanta Braves,49,414381,2015-05-30,San Francisco Giants,0,8,0,1
2015,Atlanta Braves,50,414396,2015-05-31,San Francisco Giants,0,7,5,1
2015,Atlanta Braves,51,414410,2015-06-01,Arizona Diamondbacks,0,8,1,1
2015,Atlanta Braves,52,414421,2015-06-02,Arizona Diamondbacks,0,6,7,0
2015,Atlanta Braves,53,414436,2015-06-03,Arizona Diamondbacks,0,8,9,0
2015,Atlanta Braves,54,414470,2015-06-05,Pittsburgh Pirates,1,8,10,0
2015,Atlanta Braves,55,414485,2015-06-06,Pittsburgh Pirates,1,5,4,1
2015,Atlanta Braves,56,414500,2015-06-07,Pittsburgh Pirates,1,0,3,0
2015,Atlanta Braves,57,414512,2015-06-08,San Diego Padres,1,3,5,0
2015,Atlanta Braves,58,414523,2015-06-09,San Diego Padres,1,6,5,1
2015,Atlanta Braves,59,414538,2015-06-10,San Diego Padres,1,4,1,1
2015,Atlanta Braves,60,414548,2015-06-11,San Diego Padres,1,4,6,0
2015,Atlanta Braves,61,414554,2015-06-12,New York Mets,0,3,5,0
2015,Atlanta Braves,62,414569,2015-06-13,New York Mets,0,5,3,1
2015,Atlanta Braves,63,414584,2015-06-14,New York Mets,0,8,10,0
2015,Atlanta Braves,64,414599,2015-06-15,Boston Red Sox,0,4,2,1
2015,Atlanta Braves,65,414614,2015-06-16,Boston Red Sox,0,4,9,0
2015,Atlanta Braves,66,414630,2015-06-17,Boston Red Sox,1,5,2,1
2015,Atlanta Braves,67,414645,2015-06-18,Boston Red Sox,1,2,5,0
2015,Atlanta Braves,68,414666,2015-06-19,New York Mets,1,2,1,1
2015,Atlanta Braves,69,414681,2015-06-20,New York Mets,1,6,4,1
2015,Atlanta Braves,70,414696,2015-06-21,New York Mets,1,1,0,1
2015,Atlanta Braves,71,414711,2015-06-23,Washington Nationals,0,1,3,0
2015,Atlanta Braves,72,414726,2015-06-24,Washington Nationals,0,1,2,0
2015,Atlanta Braves,73,414741,2015-06-25,Washington Nationals,0,0,7,0
2015,Atlanta Braves,74,414752,2015-06-26,Pittsburgh Pirates,0,2,3,0
2015,Atlanta Braves,75,414767,2015-06-27,Pittsburgh Pirates,0,4,8,0
2015,Atlanta Braves,76,414782,2015-06-28,Pittsburgh Pirates,0,2,1,1
2015,Atlanta Braves,77,414819,2015-06-30,Washington Nationals,1,1,6,0
2015,Atlanta Braves,78,414834,2015-07-01,Washington Nationals,1,4,1,1
2015,Atlanta Braves,79,414846,2015-07-02,Washington Nationals,1,2,1,1
2015,Atlanta Braves,80,414856,2015-07-03,Philadelphia Phillies,1,2,1,1
2015,Atlanta Braves,81,414871,2015-07-04,Philadelphia Phillies,1,9,5,1
2015,Atlanta Braves,82,414886,2015-07-05,Philadelphia Phillies,1,0,4,0
2015,Atlanta Braves,83,414892,2015-07-06,Milwaukee Brewers,0,5,3,1
2015,Atlanta Braves,84,414905,2015-07-07,Milwaukee Brewers,0,4,3,1
2015,Atlanta Braves,85,414920,2015-07-08,Milwaukee Brewers,0,5,6,0
2015,Atlanta Braves,86,414934,2015-07-09,Colorado Rockies,0,3,5,0
2015,Atlanta Braves,87,414945,2015-07-10,Colorado Rockies,0,3,5,0
2015,Atlanta Braves,88,414960,2015-07-11,Colorado Rockies,0,2,3,0
2015,Atlanta Braves,89,414975,2015-07-12,Colorado Rockies,0,3,11,0
2015,Atlanta Braves,90,414991,2015-07-17,Chicago Cubs,1,4,2,1
2015,Atlanta Braves,91,415006,2015-07-18,Chicago Cubs,1,0,4,0
2015,Atlanta Braves,92,415021,2015-07-19,Chicago Cubs,1,1,4,0
2015,Atlanta Braves,93,415036,2015-07-20,Los Angeles Dodgers,1,7,5,1
2015,Atlanta Braves,94,415048,2015-07-21,Los Angeles Dodgers,1,4,3,1
2015,Atlanta Braves,95,415063,2015-07-22,Los Angeles Dodgers,1,1,3,0
2015,Atlanta Braves,96,415084,2015-07-24,St. Louis Cardinals,0,2,4,0
2015,Atlanta Braves,97,415099,2015-07-25,St. Louis Cardinals,0,0,1,0
2015,Atlanta Braves,98,415114,2015-07-26,St. Louis Cardinals,0,3,2,1
2015,Atlanta Braves,99,415130,2015-07-27,Baltimore Orioles,0,1,2,0
2015,Atlanta Braves,100,415140,2015-07-28,Baltimore Orioles,0,3,7,0
2015,Atlanta Braves,101,415155,2015-07-29,Baltimore Orioles,0,0,2,0
2015,Atlanta Braves,102,415169,2015-07-30,Philadelphia Phillies,0,1,4,0
2015,Atlanta Braves,103,415183,2015-07-31,Philadelphia Phillies,0,3,9,0
2015,Atlanta Braves,104,415198,2015-08-01,Philadelphia Phillies,0,2,12,0
2015,Atlanta Braves,105,415213,2015-08-02,Philadelphia Phillies,0,6,2,1
2015,Atlanta Braves,106,415235,2015-08-03,San Francisco Giants,1,9,8,1
2015,Atlanta Braves,107,415249,2015-08-04,San Francisco Giants,1,3,8,0
2015,Atlanta Braves,108,415264,2015-08-05,San Francisco Giants,1,1,6,0
2015,Atlanta Braves,109,415272,2015-08-06,Miami Marlins,1,9,8,1
2015,Atlanta Braves,110,415284,2015-08-07,Miami Marlins,1,6,3,1
2015,Atlanta Braves,111,415299,2015-08-08,Miami Marlins,1,7,2,1
2015,Atlanta Braves,112,415314,2015-08-09,Miami Marlins,1,1,4,0
2015,Atlanta Braves,113,415330,2015-08-11,Tampa Bay Rays,0,0,2,0
2015,Atlanta Braves,114,415345,2015-08-12,Tampa Bay Rays,0,6,9,0
2015,Atlanta Braves,115,415369,2015-08-14,Arizona Diamondbacks,1,3,2,1
2015,Atlanta Braves,116,415384,2015-08-15,Arizona Diamondbacks,1,4,8,0
2015,Atlanta Braves,117,415399,2015-08-16,Arizona Diamondbacks,1,2,1,1
2015,Atlanta Braves,118,415414,2015-08-17,San Diego Padres,0,3,5,0
2015,Atlanta Braves,119,415424,2015-08-18,San Diego Padres,0,0,9,0
2015,Atlanta Braves,120,415439,2015-08-19,San Diego Padres,0,2,3,0
2015,Atlanta Braves,121,415454,2015-08-20,Chicago Cubs,0,1,7,0
2015,Atlanta Braves,122,415465,2015-08-21,Chicago Cubs,0,3,5,0
2015,Atlanta Braves,123,415480,2015-08-22,Chicago Cubs,0,7,9,0
2015,Atlanta Braves,124,415495,2015-08-23,Chicago Cubs,0,3,9,0
2015,Atlanta Braves,125,415511,2015-08-24,Colorado Rockies,1,5,3,1
2015,Atlanta Braves,126,415521,2015-08-25,Colorado Rockies,1,1,5,0
2015,Atlanta Braves,127,415536,2015-08-26,Colorado Rockies,1,3,6,0
2015,Atlanta Braves,128,415568,2015-08-28,New York Yankees,1,4,15,0
2015,Atlanta Braves,129,415583,2015-08-29,New York Yankees,1,1,3,0
2015,Atlanta Braves,130,415598,2015-08-30,New York Yankees,1,6,20,0
2015,Atlanta Braves,131,415607,2015-08-31,Miami Marlins,1,0,4,0
2015,Atlanta Braves,132,415621,2015-09-01,Miami Marlins,1,1,7,0
2015,Atlanta Braves,133,415636,2015-09-02,Miami Marlins,1,3,7,0
2015,Atlanta Braves,134,415645,2015-09-03,Washington Nationals,0,1,15,0
2015,Atlanta Braves,135,415652,2015-09-04,Washington Nationals,0,2,5,0
2015,Atlanta Braves,136,415667,2015-09-05,Washington Nationals,0,2,8,0
2015,Atlanta Braves,137,415682,2015-09-06,Washington Nationals,0,4,8,0
2015,Atlanta Braves,138,415696,2015-09-07,Philadelphia Phillies,0,7,2,1
2015,Atlanta Braves,139,415711,2015-09-08,Philadelphia Phillies,0,0,5,0
2015,Atlanta Braves,140,415726,2015-09-09,Philadelphia Phillies,0,8,1,1
2015,Atlanta Braves,141,415744,2015-09-10,New York Mets,1,2,7,0
2015,Atlanta Braves,142,415757,2015-09-11,New York Mets,1,1,5,0
2015,Atlanta Braves,143,415772,2015-09-12,New York Mets,1,4,6,0
2015,Atlanta Braves,144,415787,2015-09-13,New York Mets,1,7,10,0
2015,Atlanta Braves,145,415818,2015-09-15,Toronto Blue Jays,1,3,2,1
2015,Atlanta Braves,146,415833,2015-09-16,Toronto Blue Jays,1,1,9,0
2015,Atlanta Braves,147,415843,2015-09-17,Toronto Blue Jays,1,0,5,0
2015,Atlanta Braves,148,415854,2015-09-18,Philadelphia Phillies,1,2,1,1
2015,Atlanta Braves,149,415869,2015-09-19,Philadelphia Phillies,1,2,1,1
2015,Atlanta Braves,150,415884,2015-09-20,Philadelphia Phillies,1,2,1,1
2015,Atlanta Braves,151,415891,2015-09-21,New York Mets,0,0,4,0
2015,Atlanta Braves,152,415901,2015-09-22,New York Mets,0,6,2,1
2015,Atlanta Braves,153,415916,2015-09-23,New York Mets,0,6,3,1
2015,Atlanta Braves,154,415941,2015-09-25,Miami Marlins,0,11,12,0
2015,Atlanta Braves,155,415956,2015-09-26,Miami Marlins,0,2,6,0
2015,Atlanta Braves,156,415971,2015-09-27,Miami Marlins,0,5,9,0
2015,Atlanta Braves,157,416007,2015-09-29,Washington Nationals,1,2,1,1
2015,Atlanta Braves,158,416022,2015-09-30,Washington Nationals,1,2,0,1
2015,Atlanta Braves,159,416034,2015-10-01,Washington Nationals,1,0,3,0
2015,Atlanta Braves,160,416047,2015-10-02,St. Louis Cardinals,1,4,0,1
