season,team,game_number,game_pk,date,bat_atBats,bat_baseOnBalls,bat_doubles,bat_hitByPitch,bat_hits,bat_homeRuns,bat_plateAppearances,bat_runs,bat_sacFlies,bat_stolenBases,bat_strikeOuts,bat_triples,pit_atBats,pit_baseOnBalls,pit_battersFaced,pit_earnedRuns,pit_hits,pit_homeRuns,pit_outs,pit_runs,pit_strikeOuts
2023,Milwaukee Brewers,32,718293,2023-05-05,32,3,1,0,7,0,36,4,1,2,12,0,29,6,35,3,5,2,24,6,8
2023,Milwaukee Brewers,33,718287,2023-05-06,32,5,0,0,6,0,37,1,0,0,7,0,30,1,31,4,6,2,24,4,5
2023,Milwaukee Brewers,34,718267,2023-05-07,35,5,0,1,12,2,42,7,1,3,6,0,39,1,40,3,13,1,27,3,14
2023,Milwaukee Brewers,35,718257,2023-05-08,33,1,1,1,8,2,35,9,0,2,6,0,33,3,36,3,6,1,27,3,7
2023,Milwaukee Brewers,36,718241,2023-05-09,32,3,0,0,5,2,35,2,0,1,8,0,34,6,42,5,8,3,27,6,7
2023,Milwaukee Brewers,37,718228,2023-05-10,30,0,1,0,5,1,30,1,0,0,11,0,35,4,41,8,9,3,27,8,6
2023,Milwaukee Brewers,38,718204,2023-05-12,31,7,1,0,11,1,39,5,0,3,9,0,30,4,34,1,3,1,27,1,10
2023,Milwaukee Brewers,39,718183,2023-05-13,31,3,1,1,7,2,36,4,1,1,11,0,35,1,38,3,9,1,27,3,9
2023,Milwaukee Brewers,40,718177,2023-05-14,30,3,1,0,6,3,33,9,0,1,11,0,33,4,38,6,8,3,27,6,9
2023,Milwaukee Brewers,41,718166,2023-05-15,32,3,0,0,6,0,35,1,0,0,11,0,38,8,48,18,16,4,24,18,7
2023,Milwaukee Brewers,42,718151,2023-05-16,35,1,2,1,9,2,37,3,0,2,11,0,34,7,41,2,7,1,27,2,9
2023,Milwaukee Brewers,43,718131,2023-05-17,33,6,2,0,7,0,39,0,0,0,11,0,32,1,33,3,8,1,24,3,9
2023,Milwaukee Brewers,44,718117,2023-05-19,34,1,1,0,8,0,35,0,0,2,10,0,26,1,29,1,5,0,24,1,7
2023,Milwaukee Brewers,45,718093,2023-05-20,32,2,1,0,6,2,34,4,0,0,10,0,33,5,38,8,10,3,24,8,6
2023,Milwaukee Brewers,46,718081,2023-05-21,35,4,3,1,10,3,40,6,0,1,6,0,33,5,40,4,7,1,27,4,5
2023,Milwaukee Brewers,47,718068,2023-05-22,33,2,1,0,6,1,35,2,0,0,9,0,41,5,48,12,15,5,27,12,7
2023,Milwaukee Brewers,48,718056,2023-05-23,33,2,1,0,9,2,35,6,0,1,12,0,31,3,35,0,5,0,27,0,9
2023,Milwaukee Brewers,49,718046,2023-05-24,28,1,1,0,5,3,29,4,0,0,5,0,32,1,33,0,4,0,27,0,6
2023,Milwaukee Brewers,50,718028,2023-05-25,30,2,3,0,4,0,32,0,0,0,13,0,38,2,41,5,11,1,27,5,11
2023,Milwaukee Brewers,51,718017,2023-05-26,30,5,0,0,4,0,35,1,0,0,7,0,48,1,49,9,19,3,27,15,13
2023,Milwaukee Brewers,52,717999,2023-05-27,32,1,1,1,5,0,34,1,0,2,13,1,32,3,36,3,6,1,27,3,12
2023,Milwaukee Brewers,53,717986,2023-05-28,31,4,1,1,7,1,36,7,0,2,10,0,32,1,36,4,7,2,27,5,11
2023,Milwaukee Brewers,54,717965,2023-05-30,29,6,0,2,4,1,37,2,0,0,8,0,36,4,40,6,14,0,24,7,4
2023,Milwaukee Brewers,55,717947,2023-05-31,34,4,2,0,7,1,38,4,0,2,7,0,34,0,34,1,7,0,27,2,0
2023,Milwaukee Brewers,56,717942,2023-06-01,30,3,1,0,6,0,33,1,0,2,12,1,31,4,35,3,9,2,24,3,5
2023,Milwaukee Brewers,57,717931,2023-06-02,40,5,1,1,7,1,46,5,0,2,11,0,38,5,45,3,3,1,33,4,13
2023,Milwaukee Brewers,58,717906,2023-06-03,36,4,0,1,11,2,41,10,0,1,3,0,36,10,47,8,11,1,27,8,8
2023,Milwaukee Brewers,59,717897,2023-06-04,33,3,0,0,7,2,36,5,0,2,8,0,31,0,31,1,6,1,27,1,3
2023,Milwaukee Brewers,60,717883,2023-06-05,29,4,2,0,3,0,33,0,0,0,9,0,27,1,28,2,6,2,24,2,8
2023,Milwaukee Brewers,61,717867,2023-06-06,37,7,2,1,8,0,45,4,0,4,16,1,38,1,39,3,8,2,30,3,16
2023,Milwaukee Brewers,62,717851,2023-06-07,40,0,4,2,16,3,43,10,1,0,9,0,31,1,32,2,5,0,27,2,9
2023,Milwaukee Brewers,63,717849,2023-06-08,35,1,2,0,8,0,36,3,0,0,14,0,36,2,39,6,10,2,27,6,12
2023,Milwaukee Brewers,64,717831,2023-06-09,30,4,2,0,4,0,34,2,0,2,12,0,32,7,40,5,6,0,27,5,10
2023,Milwaukee Brewers,65,717814,2023-06-10,35,3,0,0,6,1,38,1,0,1,8,0,32,4,38,1,7,0,30,2,10
2023,Milwaukee Brewers,66,717800,2023-06-11,36,6,1,2,10,1,44,6,0,1,8,0,31,5,39,8,6,3,27,8,9
2023,Milwaukee Brewers,67,717783,2023-06-13,38,1,2,0,10,1,39,5,0,0,14,0,35,3,39,7,12,3,24,7,11
2023,Milwaukee Brewers,68,717771,2023-06-14,32,1,1,0,6,2,33,2,0,0,12,0,27,7,34,4,5,0,24,4,7
2023,Milwaukee Brewers,69,717740,2023-06-16,28,7,1,0,5,1,36,5,0,0,9,0,29,5,36,4,4,1,27,4,7
2023,Milwaukee Brewers,70,717720,2023-06-17,30,3,1,1,6,2,34,5,0,0,11,0,31,3,34,0,6,0,27,0,8
2023,Milwaukee Brewers,71,717710,2023-06-18,28,6,2,0,6,0,35,5,1,0,8,1,30,3,33,2,4,1,27,2,11
2023,Milwaukee Brewers,72,717696,2023-06-19,27,2,0,0,3,0,29,1,0,0,8,1,38,4,42,8,11,2,27,9,4
2023,Milwaukee Brewers,73,717680,2023-06-20,34,1,3,0,10,1,35,7,0,0,10,0,36,2,38,4,10,1,27,5,7
2023,Milwaukee Brewers,74,717672,2023-06-21,29,1,1,0,3,1,30,1,0,0,8,0,35,9,45,4,9,0,27,5,7
2023,Milwaukee Brewers,75,717648,2023-06-23,37,3,3,1,10,2,41,7,0,0,11,0,32,0,32,1,6,1,27,1,6
2023,Milwaukee Brewers,76,717625,2023-06-24,31,4,0,0,4,0,35,2,0,1,11,0,31,3,36,4,9,0,24,4,9
2023,Milwaukee Brewers,77,717613,2023-06-25,35,5,3,0,8,0,41,5,1,1,9,0,39,2,42,4,10,1,30,4,7
2023,Milwaukee Brewers,78,717607,2023-06-26,34,5,1,1,7,1,40,2,0,1,9,0,30,1,32,1,3,0,27,1,5
2023,Milwaukee Brewers,79,717597,2023-06-27,31,7,1,0,7,0,38,2,0,0,11,0,33,0,34,7,9,4,24,7,4
2023,Milwaukee Brewers,80,717581,2023-06-28,36,3,4,2,9,0,41,5,0,1,12,0,33,3,36,2,7,1,27,2,8
2023,Milwaukee Brewers,81,717565,2023-06-29,34,4,1,1,9,1,40,3,1,0,10,0,34,3,38,2,9,2,27,2,7
2023,Minnesota Twins,1,718775,2023-03-30,37,4,0,0,11,0,41,2,0,0,9,1,27,5,33,0,2,0,27,0,11
2023,Minnesota Twins,2,718751,2023-04-01,31,2,1,0,5,0,34,2,1,0,8,0,30,5,35,0,4,0,27,0,5
2023,Minnesota Twins,3,718745,2023-04-02,38,5,2,1,13,2,44,7,0,0,9,0,33,3,36,4,6,2,27,4,9
2023,Minnesota Twins,4,718729,2023-04-03,36,4,1,0,10,4,40,11,0,0,3,1,36,1,37,1,12,0,27,1,11
2023,Minnesota Twins,5,718714,2023-04-04,29,1,0,0,3,0,30,0,0,0,5,0,26,1,27,1,3,1,24,1,12
2023,Minnesota Twins,6,718701,2023-04-05,33,2,1,0,6,0,35,2,0,1,12,0,29,1,30,5,7,2,24,5,10
2023,Minnesota Twins,7,718684,2023-04-07,38,4,1,0,11,0,42,3,0,0,12,0,34,2,37,1,5,0,30,2,16
2023,Minnesota Twins,8,718666,2023-04-08,35,5,2,0,12,2,40,9,0,0,6,0,35,1,36,6,7,2,27,6,17
2023,Minnesota Twins,9,718649,2023-04-09,27,3,1,1,2,0,31,1,0,0,10,0,35,3,38,4,11,1,27,5,7
2023,Minnesota Twins,10,718640,2023-04-10,34,2,0,3,4,0,39,3,0,0,13,0,35,2,37,4,8,1,27,4,6
2023,Minnesota Twins,11,718616,2023-04-11,35,1,2,0,9,2,36,4,0,0,15,0,34,1,35,3,4,1,30,3,14
2023,Minnesota Twins,12,718605,2023-04-12,34,2,1,1,10,0,37,3,0,0,10,1,32,3,35,1,6,1,27,1,5
2023,Minnesota Twins,13,718590,2023-04-13,39,3,5,0,13,4,43,11,1,0,9,0,31,0,31,2,4,2,27,2,12
2023,Minnesota Twins,14,718588,2023-04-14,31,2,2,2,7,2,35,4,0,0,9,0,34,1,35,3,8,3,27,3,11
2023,Minnesota Twins,15,718572,2023-04-15,31,0,2,0,5,0,31,1,0,0,13,0,31,5,37,4,6,2,24,6,9
2023,Minnesota Twins,16,718557,2023-04-16,27,1,0,0,2,0,29,0,0,0,10,0,30,2,33,2,7,1,24,2,10
2023,Minnesota Twins,17,718524,2023-04-18,32,4,0,3,4,1,41,4,2,0,16,0,43,3,46,3,12,0,29,5,14
2023,Minnesota Twins,18,718505,2023-04-19,37,4,2,2,9,3,43,10,0,0,6,0,32,3,37,4,7,1,27,4,6
2023,Minnesota Twins,19,718497,2023-04-20,36,2,3,1,10,1,39,5,0,0,10,0,37,3,41,11,14,2,24,11,4
2023,Minnesota Twins,20,718482,2023-04-21,28,3,2,0,6,1,33,2,1,0,7,0,34,0,34,3,6,1,27,3,6
2023,Minnesota Twins,21,718468,2023-04-22,37,4,3,0,9,1,41,4,0,0,11,0,39,5,48,10,15,1,27,10,12
2023,Minnesota Twins,22,718454,2023-04-23,33,3,0,0,9,2,36,3,0,0,7,0,28,4,32,1,3,0,27,1,6
2023,Minnesota Twins,23,718442,2023-04-24,33,6,1,0,10,1,39,6,0,1,5,1,32,4,36,1,6,0,27,1,10
2023,Minnesota Twins,24,718427,2023-04-25,33,3,5,0,8,2,36,6,0,0,9,0,35,0,35,1,8,0,27,2,9
2023,Minnesota Twins,25,718417,2023-04-26,31,3,0,1,5,3,35,6,0,0,11,1,39,4,44,12,14,1,27,12,11
2023,Minnesota Twins,26,718400,2023-04-27,33,2,2,0,10,2,35,7,0,0,9,0,31,2,33,1,3,1,27,1,13
2023,Minnesota Twins,27,718387,2023-04-28,30,5,3,0,8,3,36,8,1,1,10,1,38,2,42,6,12,1,27,6,12
2023,Minnesota Twins,28,718378,2023-04-29,35,5,1,1,10,1,41,2,0,0,7,0,31,7,39,3,6,0,27,3,7
2023,Minnesota Twins,29,718362,2023-04-30,31,4,1,1,7,1,37,8,0,1,14,0,37,3,40,3,10,0,27,4,10
2023,Minnesota Twins,30,718340,2023-05-02,31,5,1,0,3,1,37,2,1,1,11,0,32,5,38,2,5,1,29,3,8
2023,Minnesota Twins,31,718322,2023-05-03,33,6,2,0,8,1,39,4,0,1,12,0,33,3,37,6,12,1,24,6,8
2023,Minnesota Twins,32,718310,2023-05-04,42,8,1,0,5,2,50,7,0,0,15,0,41,8,50,2,7,1,36,3,14
2023,Minnesota Twins,33,718306,2023-05-05,30,2,0,0,3,1,32,2,0,1,8,0,29,2,31,0,3,0,27,0,9
2023,Minnesota Twins,34,718285,2023-05-06,35,2,1,0,8,2,37,3,0,1,9,0,29,3,32,4,5,1,24,4,11
2023,Minnesota Twins,35,718273,2023-05-07,27,5,0,1,1,0,33,0,0,1,6,0,32,0,32,2,8,0,24,2,4
2023,Minnesota Twins,36,718242,2023-05-09,33,5,2,0,6,0,38,1,0,1,9,0,35,5,41,5,10,1,27,6,9
2023,Minnesota Twins,37,718224,2023-05-10,36,4,3,0,9,1,40,4,0,0,8,0,32,7,42,2,4,1,33,3,11
2023,Minnesota Twins,38,718216,2023-05-11,30,3,2,2,6,1,35,5,0,0,9,0,33,2,36,3,6,2,27,3,10
2023,Minnesota Twins,39,718209,2023-05-12,30,2,2,0,5,0,33,2,1,0,5,0,35,4,41,6,11,1,27,6,12
2023,Minnesota Twins,40,718195,2023-05-13,36,3,3,1,13,5,40,11,0,0,9,0,33,7,40,1,6,0,27,1,14
2023,Minnesota Twins,41,718175,2023-05-14,42,5,7,0,18,3,47,16,0,0,8,0,33,1,34,3,6,2,27,3,9
2023,Minnesota Twins,42,718159,2023-05-15,49,7,2,0,13,2,56,8,0,1,15,0,45,4,50,7,11,3,35,9,11
2023,Minnesota Twins,43,718141,2023-05-16,36,3,2,2,11,1,42,5,0,4,12,0,34,3,37,1,8,0,27,1,9
2023,Minnesota Twins,44,718136,2023-05-17,36,1,0,0,8,2,37,3,0,1,11,0,32,5,38,7,9,1,24,7,8
2023,Minnesota Twins,45,718106,2023-05-19,33,4,1,0,6,1,37,4,0,0,16,0,32,2,35,4,10,0,24,5,11
2023,Minnesota Twins,46,718096,2023-05-20,37,6,3,0,12,1,44,6,0,0,7,1,35,1,37,2,8,1,27,2,10
2023,Minnesota Twins,47,718080,2023-05-21,31,4,1,1,7,1,36,2,0,0,13,0,32,3,36,4,9,0,24,4,11
2023,Minnesota Twins,48,718067,2023-05-22,30,4,1,2,4,1,36,1,0,0,16,0,33,5,38,4,5,1,27,4,10
2023,Minnesota Twins,49,718054,2023-05-23,32,1,0,1,6,2,34,3,0,1,11,0,37,4,41,4,10,1,27,4,12
2023,Minnesota Twins,50,718047,2023-05-24,32,3,2,1,7,2,37,7,1,4,11,0,39,4,43,1,10,0,27,1,14
2023,Minnesota Twins,51,718013,2023-05-26,32,9,1,0,5,0,41,1,0,0,12,0,34,1,35,3,8,2,27,3,6
2023,Minnesota Twins,52,718008,2023-05-27,38,2,2,1,14,4,41,9,0,1,11,0,36,3,40,7,10,3,27,7,10
2023,Minnesota Twins,53,717988,2023-05-28,29,6,0,0,5,0,35,0,0,0,14,0,31,2,34,2,7,0,27,3,9
2023,Minnesota Twins,54,717968,2023-05-29,43,5,0,0,14,2,48,7,0,1,15,0,35,3,39,5,8,1,30,5,8
2023,Minnesota Twins,55,717956,2023-05-30,32,5,1,0,7,0,37,1,0,0,12,0,27,5,33,5,5,2,24,5,10
2023,Minnesota Twins,56,717938,2023-05-31,38,5,3,3,11,0,46,8,0,2,14,0,32,2,36,2,6,2,27,2,9
2023,Minnesota Twins,57,717937,2023-06-01,34,3,3,1,10,2,39,7,1,0,8,0,37,1,38,6,9,0,27,6,6
2023,Minnesota Twins,58,717924,2023-06-02,29,3,3,0,6,0,32,1,0,1,7,0,34,1,36,0,8,0,27,0,6
2023,Minnesota Twins,59,717913,2023-06-03,32,2,2,0,8,1,35,2,0,0,8,0,38,3,42,4,12,2,27,4,5
2023,Minnesota Twins,60,717895,2023-06-04,32,2,1,0,5,1,34,1,0,2,16,0,28,2,30,2,3,0,27,2,6
2023,Minnesota Twins,61,717882,2023-06-06,31,2,2,0,4,0,33,0,0,0,12,0,30,4,35,7,7,2,24,7,7
2023,Minnesota Twins,62,717859,2023-06-07,29,4,0,3,3,0,36,1,0,2,9,0,29,1,30,2,6,2,24,2,8
2023,Minnesota Twins,63,717845,2023-06-08,33,0,1,0,6,2,33,2,0,0,7,0,27,2,29,3,4,1,24,4,10
2023,Minnesota Twins,64,717835,2023-06-09,35,1,1,0,7,1,37,3,1,0,9,0,38,4,43,2,8,0,30,2,11
2023,Minnesota Twins,65,717822,2023-06-10,40,1,3,1,12,3,42,9,0,2,17,0,33,2,37,4,9,0,27,4,6
2023,Minnesota Twins,66,717805,2023-06-11,34,6,4,1,10,1,41,6,0,2,11,0,36,2,39,7,12,2,24,7,8
2023,Minnesota Twins,67,717783,2023-06-13,35,3,3,1,12,3,39,7,0,1,11,0,38,1,39,5,10,1,27,5,14
2023,Minnesota Twins,68,717771,2023-06-14,27,7,2,0,5,0,34,4,0,0,7,1,32,1,33,2,6,2,27,2,12
2023,Minnesota Twins,69,717752,2023-06-15,33,1,2,0,7,1,34,4,0,0,11,0,36,4,40,8,12,0,27,8,7
2023,Minnesota Twins,70,717738,2023-06-16,32,1,1,0,7,1,33,1,0,0,10,0,34,1,36,7,9,3,27,7,8
2023,Minnesota Twins,71,717728,2023-06-17,27,3,1,0,3,0,30,2,0,0,11,0,27,1,28,0,3,0,27,0,5
2023,Minnesota Twins,72,717711,2023-06-18,34,2,3,2,7,0,38,4,0,0,14,0,35,3,39,6,11,2,27,6,7
2023,Minnesota Twins,73,717693,2023-06-19,33,3,0,1,7,1,37,3,0,0,11,0,36,7,44,8,10,1,27,9,9
2023,Minnesota Twins,74,717683,2023-06-20,36,2,1,0,11,3,38,4,0,0,9,0,41,2,45,10,15,3,27,10,5
2023,Minnesota Twins,75,717665,2023-06-21,35,1,3,0,9,1,37,5,0,0,9,0,38,4,42,4,10,1,30,4,11
2023,Minnesota Twins,76,717658,2023-06-22,33,3,2,0,10,3,36,6,0,1,5,0,30,0,30,0,3,0,27,0,9
2023,Minnesota Twins,77,717647,2023-06-23,35,4,2,0,6,2,39,4,0,0,10,0,31,4,35,1,7,0,27,1,16
2023,Minnesota Twins,78,717633,2023-06-24,35,2,1,0,8,2,37,2,0,0,13,0,32,2,34,3,8,0,24,3,11
2023,Minnesota Twins,79,717621,2023-06-25,39,4,1,0,12,1,44,6,0,1,8,0,35,3,38,3,6,0,30,3,14
2023,Minnesota Twins,80,717609,2023-06-26,33,2,0,0,6,1,35,1,0,0,12,0,31,2,33,4,8,2,24,4,7
2023,Minnesota Twins,81,717600,2023-06-27,31,5,3,1,7,0,38,2,1,0,5,0,34,2,36,6,10,5,24,6,8
2023,New York Mets,1,718774,2023-03-30,32,5,1,1,8,0,40,5,2,1,5,0,30,2,32,3,5,1,27,3,12
2023,New York Mets,2,718771,2023-03-31,29,4,1,0,4,1,33,1,0,1,8,0,32,1,33,2,10,2,24,2,5
2023,New York Mets,3,718755,2023-04-01,38,6,5,0,12,1,45,6,1,1,5,0,36,3,39,2,10,1,27,2,12
2023,New York Mets,4,718741,2023-04-02,31,4,1,3,5,1,38,5,0,1,7,0,29,5,34,1,4,0,27,1,12
2023,New York Mets,5,718731,2023-04-03,29,6,0,1,3,0,36,0,0,0,9,0,34,8,42,10,10,2,24,10,6
2023,New York Mets,6,718712,2023-04-04,34,0,0,1,8,0,35,0,0,0,3,0,35,2,37,9,13,5,24,9,3
2023,New York Mets,7,718698,2023-04-05,33,3,3,1,7,2,37,6,0,2,5,0,32,5,37,7,10,2,24,7,10
2023,New York Mets,8,718693,2023-04-07,28,12,0,1,6,3,42,9,1,2,11,0,31,4,35,3,6,1,27,3,7
2023,New York Mets,9,718661,2023-04-08,33,3,2,1,8,2,37,5,0,0,8,0,32,5,37,2,5,1,27,2,7
2023,New York Mets,10,718647,2023-04-09,37,2,4,0,9,0,39,2,0,1,12,0,36,5,42,7,11,2,27,7,7
2023,New York Mets,11,718634,2023-04-10,30,1,3,1,7,0,33,5,1,1,6,0,28,6,34,0,2,0,27,0,14
2023,New York Mets,12,718621,2023-04-11,29,6,0,0,5,0,36,2,1,1,8,0,34,2,38,4,9,1,27,4,9
2023,New York Mets,13,718610,2023-04-12,30,7,1,0,8,2,38,5,0,3,7,0,31,6,38,2,6,1,27,2,7
2023,New York Mets,14,718578,2023-04-14,37,17,4,2,11,1,56,17,0,1,7,0,39,4,44,6,13,3,27,6,12
2023,New York Mets,15,718565,2023-04-15,32,2,2,1,5,2,35,3,0,2,6,0,30,3,38,2,5,0,27,2,8
2023,New York Mets,16,718546,2023-04-16,34,7,0,0,6,3,41,4,0,3,6,0,38,7,46,3,9,0,30,3,6
2023,New York Mets,17,718532,2023-04-17,39,3,3,1,14,1,43,8,0,0,3,0,36,0,36,6,9,3,27,6,9
2023,New York Mets,18,718516,2023-04-18,31,0,0,0,4,0,31,0,0,0,11,0,31,7,39,5,9,2,24,5,8
2023,New York Mets,19,718508,2023-04-19,34,4,2,0,11,1,39,5,1,1,4,0,31,5,37,3,5,1,27,3,7
2023,New York Mets,20,718503,2023-04-20,38,4,4,2,13,3,44,9,0,0,8,0,33,4,37,4,7,2,27,4,5
2023,New York Mets,21,718480,2023-04-21,39,2,0,1,13,1,43,7,0,0,9,0,29,2,31,0,5,0,27,0,12
2023,New York Mets,22,718478,2023-04-22,35,1,1,0,10,1,36,4,0,0,9,0,31,3,36,7,7,2,24,7,11
2023,New York Mets,23,718455,2023-04-23,34,1,1,0,8,1,37,4,2,0,10,0,31,2,35,5,8,1,24,5,10
2023,New York Mets,24,718431,2023-04-25,31,1,1,0,5,0,32,0,0,0,13,0,38,6,45,5,11,1,27,5,5
2023,New York Mets,25,718412,2023-04-26,32,4,0,0,4,0,36,1,0,0,15,1,35,7,42,4,8,1,27,4,13
2023,New York Mets,26,718398,2023-04-27,39,3,3,0,16,1,43,9,1,1,5,1,35,2,41,7,8,2,27,8,7
2023,New York Mets,27,718394,2023-04-28,18,1,0,0,3,0,19,0,0,1,7,0,20,1,21,4,5,1,15,4,6
2023,New York Mets,28,718352,2023-05-01,35,4,0,3,9,3,43,8,0,2,11,1,36,3,39,9,9,4,27,9,6
2023,New York Mets,29,718361,2023-05-01,33,3,3,0,9,1,36,5,0,1,9,0,31,4,36,3,6,0,27,3,10
2023,New York Mets,30,718348,2023-05-03,35,2,2,0,10,3,37,5,0,0,5,0,31,0,32,6,7,2,24,6,6
2023,New York Mets,31,718329,2023-05-03,31,2,2,0,5,0,33,1,0,0,2,0,34,2,37,8,12,2,24,8,5
2023,New York Mets,32,718318,2023-05-04,28,1,0,0,3,0,29,0,0,0,11,0,28,1,31,2,5,2,24,2,8
2023,New York Mets,33,718302,2023-05-05,28,2,2,0,5,1,30,1,0,0,8,0,30,6,37,0,5,0,27,0,7
2023,New York Mets,34,718290,2023-05-06,32,3,1,0,7,0,36,2,0,0,8,0,33,5,40,5,9,1,27,5,10
2023,New York Mets,35,718276,2023-05-07,35,7,2,1,9,1,43,6,0,0,8,0,40,6,47,13,14,3,27,13,7
2023,New York Mets,36,718243,2023-05-09,33,4,0,1,7,4,38,6,0,0,5,0,32,4,39,7,10,0,24,7,9
2023,New York Mets,37,718225,2023-05-10,35,4,1,1,10,1,40,2,0,0,7,0,28,2,30,1,2,0,27,1,10
2023,New York Mets,38,718223,2023-05-11,33,3,1,0,6,0,36,0,0,0,9,0,31,1,32,5,10,1,24,5,9
2023,New York Mets,39,718214,2023-05-12,37,3,1,0,10,0,40,3,0,0,5,0,31,6,37,1,4,0,27,2,10
2023,New York Mets,40,718203,2023-05-13,36,0,2,0,11,0,38,2,2,0,7,0,31,2,36,3,10,1,24,3,3
2023,New York Mets,41,718186,2023-05-14,36,4,3,1,10,0,41,8,0,1,9,0,34,6,42,2,7,0,27,2,11
2023,New York Mets,42,718167,2023-05-15,35,2,2,0,11,0,38,3,1,1,2,0,35,2,40,10,15,1,24,10,7
2023,New York Mets,43,718150,2023-05-16,33,1,0,0,6,3,34,5,0,0,7,0,37,5,43,8,10,3,27,8,6
2023,New York Mets,44,718135,2023-05-17,35,3,0,2,8,3,40,8,0,0,9,0,39,6,46,6,10,2,30,7,17
2023,New York Mets,45,718122,2023-05-18,32,3,1,0,8,1,35,3,0,0,6,0,30,1,31,2,6,1,27,2,7
2023,New York Mets,46,718119,2023-05-19,42,3,2,2,12,3,47,10,0,1,12,0,38,5,43,8,11,2,30,9,4
2023,New York Mets,47,718099,2023-05-21,31,5,0,0,11,2,37,5,1,2,7,0,34,1,35,4,8,1,27,4,5
2023,New York Mets,48,718082,2023-05-21,28,2,0,0,7,1,31,2,1,0,4,0,29,0,30,1,3,1,27,1,5
2023,New York Mets,49,718055,2023-05-23,33,2,1,0,6,1,35,2,0,0,10,0,34,6,40,5,8,3,24,7,12
2023,New York Mets,50,718038,2023-05-24,28,2,0,0,4,1,30,2,0,1,4,0,32,6,38,4,8,1,24,4,10
2023,New York Mets,51,718024,2023-05-25,40,4,1,1,15,1,46,10,1,3,10,1,33,4,37,1,6,1,27,1,6
2023,New York Mets,52,718016,2023-05-26,35,3,0,2,7,1,41,5,1,0,4,2,34,2,36,2,8,2,27,2,10
2023,New York Mets,53,718011,2023-05-27,38,2,2,1,12,2,41,7,0,0,8,0,36,2,40,10,14,1,24,10,4
2023,New York Mets,54,717982,2023-05-28,38,7,3,0,14,2,45,10,0,2,5,3,39,3,42,9,15,2,24,11,9
2023,New York Mets,55,717962,2023-05-30,28,3,0,0,6,1,32,2,0,1,6,0,27,1,28,0,2,0,27,0,11
2023,New York Mets,56,717944,2023-05-31,29,3,0,0,5,1,32,4,0,0,6,0,35,1,37,1,9,1,27,1,10
2023,New York Mets,57,717934,2023-06-01,26,4,1,1,4,1,33,4,1,1,3,0,31,1,33,1,6,0,27,2,12
2023,New York Mets,58,717929,2023-06-02,32,0,1,0,5,0,32,0,0,2,10,0,33,3,36,3,8,2,27,3,10
2023,New York Mets,59,717910,2023-06-03,33,3,1,0,6,0,37,1,0,1,11,0,35,5,40,2,10,0,27,2,9
2023,New York Mets,60,717900,2023-06-04,33,1,1,0,7,4,34,4,0,0,11,0,34,6,40,5,7,2,27,6,11
2023,New York Mets,61,717872,2023-06-06,30,3,0,0,4,2,33,4,0,0,10,0,32,3,36,6,10,1,24,6,6
2023,New York Mets,62,717850,2023-06-07,30,6,1,1,6,2,38,5,1,0,7,0,38,0,38,7,14,2,24,7,11
2023,New York Mets,63,717840,2023-06-08,43,5,1,0,14,3,48,10,0,2,16,0,46,5,51,11,19,5,29,13,6
2023,New York Mets,64,717836,2023-06-09,39,2,3,0,12,1,41,7,0,0,8,0,39,4,44,12,17,2,24,14,4
2023,New York Mets,65,717812,2023-06-10,33,3,3,1,8,1,37,5,0,2,10,0,31,4,35,0,3,0,27,1,9
2023,New York Mets,66,717803,2023-06-11,30,2,1,2,3,1,34,1,0,2,9,0,30,4,34,2,8,1,24,2,7
2023,New York Mets,67,717779,2023-06-13,37,5,1,2,9,1,44,6,0,1,8,0,37,0,40,7,11,2,27,7,9
2023,New York Mets,68,717766,2023-06-14,35,1,3,1,8,0,37,4,0,0,12,0,35,3,39,3,6,0,30,3,10
2023,New York Mets,69,717743,2023-06-16,30,1,1,1,8,1,33,6,1,0,3,0,30,0,32,1,5,1,27,1,11
2023,New York Mets,70,717718,2023-06-17,34,3,2,1,9,2,38,3,0,0,8,0,36,2,39,5,8,2,27,5,10
2023,New York Mets,71,717713,2023-06-18,31,5,1,2,6,2,38,7,0,2,5,1,35,7,42,7,8,4,27,8,8
2023,New York Mets,72,717694,2023-06-19,41,3,3,0,14,2,44,11,0,1,11,0,30,2,32,1,5,1,27,1,8
2023,New York Mets,73,717682,2023-06-20,29,2,1,0,4,0,32,2,1,0,10,0,32,2,35,4,9,1,24,4,6
2023,New York Mets,74,717670,2023-06-21,34,8,3,2,10,1,45,8,1,4,14,0,31,8,41,8,9,2,24,10,7
2023,New York Mets,75,717656,2023-06-23,30,3,1,0,3,1,33,1,0,1,10,0,30,5,36,3,8,0,24,5,7
2023,New York Mets,76,717635,2023-06-24,33,1,0,0,9,1,34,4,0,0,8,1,33,3,36,2,9,1,27,2,10
2023,New York Mets,77,717624,2023-06-25,37,3,0,2,11,2,43,6,0,0,15,0,31,7,40,6,7,1,24,7,8
2023,New York Mets,78,717607,2023-06-26,30,1,0,0,3,0,32,1,1,1,5,0,34,5,40,2,7,1,27,2,9
2023,New York Mets,79,717597,2023-06-27,33,0,1,1,9,4,34,7,0,1,4,0,31,7,38,2,7,0,27,2,11
2023,New York Mets,80,717581,2023-06-28,33,3,2,0,7,1,36,2,0,1,8,0,36,3,41,5,9,0,27,5,12
